DATE,AUD,CAD,CHF,EUR,GBP,JPY,NOK,NZD,SEK,USD
2017-12-21,0.7702,1.27385,0.9884999999999999,1.18735,1.3385500000000001,113.33,8.3539,0.7018,8.3801,1.0
2017-12-20,0.7666999999999999,1.2836,0.9871,1.1871,1.33755,113.395,8.4108,0.7012,8.3964,1.0
2017-12-19,0.7666,1.2878,0.9848,1.184,1.3385500000000001,112.89,8.3467,0.6974,8.4037,1.0
2017-12-18,0.76635,1.28625,0.9858,1.17815,1.33825,112.55,8.3598,0.6995,8.4364,1.0
2017-12-15,0.7645,1.2862,0.9904999999999999,1.1754,1.33215,112.585,8.381,0.6990000000000001,8.5061,1.0
2017-12-14,0.7666,1.2796,0.9892,1.1778,1.34315,112.39,8.3011,0.6983,8.4389,1.0
2017-12-13,0.7637,1.2815,0.9856,1.1826500000000002,1.342,112.545,8.325,0.7022999999999999,8.4133,1.0
2017-12-12,0.75585,1.2862,0.99165,1.1742,1.3317,113.545,8.346150000000002,0.6934,8.4204,1.0
2017-12-11,0.75265,1.28565,0.9919,1.17685,1.3339,113.56,8.384,0.6912499999999999,8.5048,1.0
2017-12-08,0.75055,1.2845,0.993,1.17645,1.33915,113.485,8.3006,0.68405,8.448699999999999,1.0
2017-12-07,0.7512,1.2851,0.9944,1.1773,1.3474,113.08500000000001,8.3164,0.6831,8.48555,1.0
2017-12-06,0.75635,1.279,0.9899,1.1796,1.3394,112.295,8.2714,0.6883,8.4342,1.0
2017-12-05,0.76065,1.2688,0.9874,1.1825999999999999,1.3443,112.595,8.2634,0.6876,8.365,1.0
2017-12-04,0.75985,1.267,0.985,1.1865999999999999,1.34795,112.415,8.3249,0.6858,8.4197,1.0
2017-12-01,0.76095,1.2683,0.97655,1.1891,1.3472499999999998,112.11,8.2834,0.6886,8.3597,1.0
2017-11-30,0.7567,1.28965,0.9836,1.1904,1.3526500000000001,112.535,8.3192,0.6832,8.3753,1.0
2017-11-29,0.75715,1.2865,0.9846,1.1847500000000002,1.34085,111.93,8.2558,0.6880999999999999,8.3676,1.0
2017-11-28,0.7595000000000001,1.2816,0.9842,1.1841,1.3338,111.485,8.2448,0.69,8.3509,1.0
2017-11-27,0.76025,1.2769,0.9816,1.1898,1.3317999999999999,111.095,8.1521,0.6912,8.3021,1.0
2017-11-24,0.76145,1.2715,0.9798,1.19305,1.33375,111.545,8.1302,0.6880999999999999,8.2769,1.0
2017-11-23,0.7624500000000001,1.27135,0.9816,1.1851500000000001,1.33095,111.22,8.137699999999999,0.6890499999999999,8.2975,1.0
2017-11-22,0.76185,1.2692999999999999,0.9819,1.1822,1.3326500000000001,111.215,8.15345,0.6883,8.3382,1.0
2017-11-21,0.75785,1.2778,0.9914499999999999,1.1738,1.32395,112.445,8.2123,0.683,8.4293,1.0
2017-11-20,0.755,1.282,0.9936,1.17325,1.32345,112.625,8.293099999999999,0.681,8.4842,1.0
2017-11-17,0.7565999999999999,1.2763,0.9885999999999999,1.1795,1.32135,112.085,8.2395,0.6817,8.4252,1.0
2017-11-16,0.75875,1.2757,0.9941,1.177,1.3195000000000001,113.065,8.2079,0.6851,8.4006,1.0
2017-11-15,0.7588,1.2763499999999999,0.9883,1.1792,1.3171,112.875,8.243500000000001,0.6878,8.4293,1.0
2017-11-14,0.76315,1.2731,0.9894000000000001,1.1798,1.3165,113.455,8.181000000000001,0.6876,8.396,1.0
2017-11-13,0.7622,1.2732999999999999,0.9964,1.1667,1.3115999999999999,113.625,8.1666,0.69025,8.3834,1.0
2017-11-10,0.7662,1.2682,0.9958,1.1665,1.3190499999999998,113.535,8.1345,0.69295,8.356349999999999,1.0
2017-11-09,0.7679,1.2683,0.994,1.1642000000000001,1.3151,113.475,8.1311,0.6948,8.3785,1.0
2017-11-08,0.7677499999999999,1.2727,1.0000499999999999,1.15945,1.3115999999999999,113.875,8.16545,0.6965,8.3809,1.0
2017-11-07,0.7645500000000001,1.2774,1.0,1.1586500000000002,1.3167,114.015,8.1717,0.6900999999999999,8.398,1.0
2017-11-06,0.76915,1.2704,0.9975,1.161,1.3172,113.7,8.1354,0.6946,8.3981,1.0
2017-11-03,0.7651,1.2763,1.0007,1.1609,1.3075999999999999,114.075,8.172,0.6907,8.4332,1.0
2017-11-02,0.7713,1.2808,0.9993000000000001,1.1658,1.3059,114.095,8.1358,0.6914,8.3948,1.0
2017-11-01,0.7676000000000001,1.2868,1.0033,1.1619,1.3246,114.17500000000001,8.1498,0.6885,8.4008,1.0
2017-10-31,0.7657,1.2886,0.9977,1.1646,1.3283,113.635,8.1691,0.6847,8.3777,1.0
2017-10-30,0.7688,1.283,0.9944,1.1651,1.3208,113.185,8.1502,0.6877,8.353,1.0
2017-10-27,0.7678499999999999,1.2807499999999998,0.9977,1.161,1.3129,113.685,8.1464,0.6880999999999999,8.3509,1.0
2017-10-26,0.7661,1.2847,0.9977,1.16505,1.316,113.985,8.1709,0.6844,8.3491,1.0
2017-10-25,0.7704,1.2796,0.98965,1.1813,1.3264,113.745,8.0151,0.6887,8.2179,1.0
2017-10-24,0.7776,1.2675,0.9911,1.1761,1.3136,113.9,8.005099999999999,0.6901999999999999,8.2207,1.0
2017-10-23,0.7806500000000001,1.26525,0.985,1.1749,1.31975,113.435,8.0014,0.6966,8.2004,1.0
2017-10-20,0.7819,1.2626,0.9843,1.1785,1.319,113.515,7.9848,0.6970000000000001,8.1638,1.0
2017-10-19,0.788,1.2486,0.9763,1.1852,1.3159,112.545,7.9299,0.7032,8.1266,1.0
2017-10-18,0.7846,1.2467,0.9816,1.17875,1.3205,112.935,7.9604,0.7153,8.1428,1.0
2017-10-17,0.7845500000000001,1.252,0.9783999999999999,1.17665,1.3191,112.205,7.945,0.7171000000000001,8.1545,1.0
2017-10-16,0.7851,1.2518,0.9755,1.17965,1.325,112.19,7.8984000000000005,0.7172000000000001,8.1051,1.0
2017-10-13,0.7888999999999999,1.2468,0.9745,1.1823,1.32865,111.855,7.8888,0.71675,8.1156,1.0
2017-10-12,0.78215,1.2474,0.9753499999999999,1.1830500000000002,1.3262,112.285,7.901999999999999,0.713,8.1256,1.0
2017-10-11,0.7787999999999999,1.246,0.9735,1.1859,1.3223,112.495,7.9211,0.7085,8.0482,1.0
2017-10-10,0.7778,1.2515,0.9751,1.18065,1.3204,112.455,7.9521,0.7069,8.0734,1.0
2017-10-09,0.7753,1.2549000000000001,0.97975,1.1740499999999998,1.3142,112.67,7.9846,0.7065,8.1251,1.0
2017-10-06,0.77705,1.2536,0.97805,1.1734,1.30655,112.645,7.987500000000001,0.7094,8.1164,1.0
2017-10-05,0.77955,1.2565,0.9783,1.1711,1.3119,112.82,8.004999999999999,0.7115,8.1419,1.0
2017-10-04,0.7864,1.2473,0.9751,1.1759499999999998,1.32455,112.755,7.958600000000001,0.7168,8.0984,1.0
2017-10-03,0.7835,1.2488000000000001,0.9738,1.1743999999999999,1.3235999999999999,112.855,7.9817,0.7159,8.137599999999999,1.0
2017-10-02,0.7827,1.2509000000000001,0.9746,1.1732,1.3277,112.765,8.00245,0.7196,8.1701,1.0
2017-09-29,0.7834,1.24695,0.9682,1.1814,1.3397000000000001,112.49000000000001,7.9615,0.7207,8.1477,1.0
2017-09-28,0.7857000000000001,1.2426,0.9701500000000001,1.1785999999999999,1.3442500000000002,112.345,7.939500000000001,0.7236,8.1129,1.0
2017-09-27,0.7849,1.2474,0.9721500000000001,1.17445,1.3387,112.83,7.9533000000000005,0.7201,8.1497,1.0
2017-09-26,0.7887,1.2347000000000001,0.9689,1.1793,1.34585,112.235,7.890750000000001,0.7209,8.1199,1.0
2017-09-25,0.79365,1.2371,0.9665,1.1848,1.3467,111.735,7.81815,0.7263999999999999,8.0436,1.0
2017-09-22,0.7963,1.2338,0.96925,1.1954,1.3493,111.985,7.8,0.7341,7.9837,1.0
2017-09-21,0.7933,1.2327,0.9708,1.1941,1.35795,112.47,7.8027999999999995,0.7307,7.9718,1.0
2017-09-20,0.8032,1.2321,0.9699,1.1893,1.3494,112.225,7.8649000000000004,0.7357,8.013,1.0
2017-09-19,0.8009999999999999,1.229,0.9627,1.1994,1.3509,111.595,7.7997,0.7318,7.9518,1.0
2017-09-18,0.7961,1.22905,0.9615,1.1954,1.3494,111.57,7.8321000000000005,0.72655,7.9620999999999995,1.0
2017-09-15,0.8002,1.2194500000000001,0.9599,1.1943,1.3593,110.845,7.8508,0.72905,7.9663,1.0
2017-09-14,0.8006,1.2164,0.96315,1.1919,1.3397000000000001,110.235,7.8754,0.7222500000000001,7.9887,1.0
2017-09-13,0.7985,1.2173,0.96425,1.18865,1.3211,110.485,7.87985,0.724,8.0329,1.0
2017-09-12,0.8019000000000001,1.2184,0.96025,1.1966999999999999,1.3284,110.175,7.8353,0.7288,7.9711,1.0
2017-09-11,0.8029,1.211,0.9561999999999999,1.1953,1.31635,109.405,7.8411,0.7254499999999999,8.0128,1.0
2017-09-08,0.8059000000000001,1.2154,0.9445,1.2035,1.3198500000000002,107.845,7.7395,0.7264999999999999,7.9304,1.0
2017-09-07,0.80475,1.2113,0.9506,1.2023,1.3101,108.455,7.7331,0.7233,7.9198,1.0
2017-09-06,0.8,1.2225,0.9564,1.1917,1.3043,109.235,7.8017,0.72,7.9805,1.0
2017-09-05,0.7996,1.2372,0.9553,1.1914,1.3033000000000001,108.815,7.7795000000000005,0.7235,7.9685,1.0
2017-09-04,0.79445,1.2418,0.95845,1.1896,1.2931499999999998,109.74000000000001,7.8098,0.7162,7.9629,1.0
2017-09-01,0.7968,1.2396,0.9647,1.1859,1.2950499999999998,110.265,7.7989,0.7156,7.9918,1.0
2017-08-31,0.7947,1.2482,0.9587,1.191,1.29305,109.975,7.7613,0.718,7.9385,1.0
2017-08-30,0.7905,1.2621,0.9636,1.1883,1.2925499999999999,110.235,7.8104,0.7202999999999999,7.979100000000001,1.0
2017-08-29,0.79475,1.25115,0.9555,1.19725,1.292,109.755,7.748900000000001,0.7257,7.93945,1.0
2017-08-28,0.7963,1.2508,0.9552499999999999,1.1979,1.2933,109.255,7.7541,0.7256,7.9587,1.0
2017-08-25,0.7934,1.2481,0.9568,1.1926,1.28865,109.355,7.7582,0.7241,7.9708000000000006,1.0
2017-08-24,0.7902,1.2518,0.9654,1.1799,1.28,109.555,7.8436,0.7215,8.0677,1.0
2017-08-23,0.79045,1.25555,0.9653,1.1807500000000002,1.28,109.035,7.8682,0.7226,8.0596,1.0
2017-08-22,0.7910999999999999,1.25605,0.9682,1.1762,1.2824,109.57,7.9097,0.7279,8.0943,1.0
2017-08-21,0.7939,1.2559,0.9618,1.1816,1.2901,108.97999999999999,7.898,0.73265,8.0731,1.0
2017-08-18,0.79305,1.2586,0.965,1.1762,1.2875999999999999,109.195,7.906599999999999,0.7314,8.111,1.0
2017-08-17,0.7886,1.2679,0.9629,1.1724,1.28685,109.57,7.96865,0.7282,8.1391,1.0
2017-08-16,0.79245,1.2616,0.9659,1.177,1.289,110.195,7.9252,0.7313000000000001,8.0742,1.0
2017-08-15,0.78215,1.2757,0.9727,1.1735,1.287,110.675,7.957800000000001,0.7236,8.0739,1.0
2017-08-14,0.7851,1.2721,0.9721,1.178,1.2965,109.635,7.950900000000001,0.72875,8.1121,1.0
2017-08-11,0.78945,1.2683,0.9619,1.1820499999999998,1.3012,109.185,7.9336,0.732,8.1222,1.0
2017-08-10,0.7875,1.2744,0.9626,1.1772,1.2975,109.215,7.9544,0.7275,8.1349,1.0
2017-08-09,0.78885,1.27,0.96365,1.1759,1.3005,110.08500000000001,7.9565,0.73385,8.1767,1.0
2017-08-08,0.7913,1.2667,0.97435,1.175,1.2991,110.315,7.9572,0.733,8.1755,1.0
2017-08-07,0.7913,1.2681,0.9731000000000001,1.1795499999999999,1.3035,110.745,7.9245,0.7363,8.1491,1.0
2017-08-04,0.7926500000000001,1.2652,0.9729,1.1772,1.3036500000000002,110.685,7.9481,0.741,8.14705,1.0
2017-08-03,0.7948999999999999,1.2586,0.9685,1.187,1.3139,110.04499999999999,7.9066,0.7435,8.1011,1.0
2017-08-02,0.7967500000000001,1.2565499999999998,0.97085,1.1856,1.3223,110.735,7.8979,0.7429,8.098700000000001,1.0
2017-08-01,0.7968500000000001,1.25365,0.9657,1.1801499999999998,1.32035,110.36,7.9282,0.7467,8.1096,1.0
2017-07-31,0.8003,1.2479,0.9666,1.1842,1.3214000000000001,110.255,7.8641000000000005,0.7515000000000001,8.068200000000001,1.0
2017-07-28,0.7987,1.2434,0.9688,1.1752,1.3135,110.665,7.912000000000001,0.7513,8.1181,1.0
2017-07-27,0.7967,1.25535,0.9649,1.1677,1.3066499999999999,111.25,7.9539,0.7491,8.2154,1.0
2017-07-26,0.8006,1.2445,0.9508,1.1734,1.3121,111.17,7.8924,0.752,8.1701,1.0
2017-07-25,0.7937,1.2509000000000001,0.9525,1.16525,1.30255,111.89,7.9729,0.7417,8.2092,1.0
2017-07-24,0.7924,1.2509000000000001,0.9466,1.1642000000000001,1.3029,111.105,8.0068,0.7438,8.2164,1.0
2017-07-21,0.79155,1.2539,0.9457,1.1663000000000001,1.29955,111.125,8.0368,0.7456,8.2418,1.0
2017-07-20,0.7958000000000001,1.259,0.9512499999999999,1.1631,1.2974,111.91,8.0456,0.7401,8.2224,1.0
2017-07-19,0.79525,1.2606,0.95555,1.1515499999999999,1.3018,111.975,8.0531,0.7357,8.3041,1.0
2017-07-18,0.7916,1.2628,0.95485,1.15545,1.304,112.075,8.0884,0.735,8.3021,1.0
2017-07-17,0.78005,1.2698,0.96265,1.14785,1.3054999999999999,112.635,8.159099999999999,0.73185,8.2902,1.0
2017-07-14,0.78325,1.26425,0.9635,1.1469,1.30965,112.53,8.1845,0.7347,8.3078,1.0
2017-07-13,0.7729999999999999,1.2722,0.9672000000000001,1.13985,1.2939500000000002,113.28,8.2597,0.7323999999999999,8.3584,1.0
2017-07-12,0.7678,1.27495,0.9653,1.1412,1.2885,113.155,8.2836,0.72595,8.4176,1.0
2017-07-11,0.7638,1.2913999999999999,0.96375,1.14675,1.28485,113.94,8.2782,0.7225,8.4003,1.0
2017-07-10,0.7606999999999999,1.28905,0.9657,1.14,1.2879,114.03999999999999,8.328299999999999,0.7275,8.4303,1.0
2017-07-07,0.7605999999999999,1.2876,0.964,1.1401,1.2892000000000001,113.895,8.3649,0.7282,8.4277,1.0
2017-07-06,0.7585999999999999,1.2978,0.9606,1.1423,1.2971,113.22,8.3496,0.7276,8.4441,1.0
2017-07-05,0.7603,1.2957,0.964,1.1353,1.2935500000000002,113.265,8.392,0.7289,8.4871,1.0
2017-07-04,0.7604,1.2937,0.96555,1.13455,1.292,113.28,8.355599999999999,0.729,8.5267,1.0
2017-07-03,0.7661,1.3008,0.9635,1.1364,1.2937,113.385,8.3648,0.7294,8.488199999999999,1.0
2017-06-30,0.76905,1.29645,0.9582999999999999,1.1426,1.3027,112.38,8.3472,0.73335,8.4289,1.0
2017-06-29,0.7684,1.3004,0.9558,1.1441,1.3006,112.18,8.3855,0.7300500000000001,8.4617,1.0
2017-06-28,0.7641,1.3039,0.9596,1.1378,1.2926,112.3,8.4259,0.7306,8.544,1.0
2017-06-27,0.7583,1.3199,0.9604,1.1339000000000001,1.2816,112.355,8.419799999999999,0.7271,8.6116,1.0
2017-06-26,0.7585,1.3243,0.97235,1.1181999999999999,1.2721,111.845,8.481,0.7289,8.723,1.0
2017-06-23,0.7568999999999999,1.3267,0.9695,1.1194,1.2718,111.28999999999999,8.4485,0.72865,8.7215,1.0
2017-06-22,0.7542,1.3234,0.97185,1.11525,1.2682,111.33,8.49,0.7264999999999999,8.7497,1.0
2017-06-21,0.75535,1.3334,0.9725,1.1168,1.26715,111.38,8.532399999999999,0.7225,8.7461,1.0
2017-06-20,0.75805,1.3266499999999999,0.97505,1.1134499999999998,1.26305,111.445,8.54515,0.7241,8.7825,1.0
2017-06-19,0.7598499999999999,1.3218,0.9756,1.1148500000000001,1.2736,111.525,8.5024,0.7234499999999999,8.7429,1.0
2017-06-16,0.76205,1.3212,0.9738,1.1197499999999998,1.2776,110.86500000000001,8.447099999999999,0.72505,8.7082,1.0
2017-06-15,0.7579,1.32695,0.97515,1.1145,1.2755,110.935,8.5074,0.7208,8.7515,1.0
2017-06-14,0.75875,1.32465,0.97105,1.1218,1.2752,109.575,8.4237,0.72695,8.7033,1.0
2017-06-13,0.7537499999999999,1.3242,0.9688,1.12155,1.2753,110.07,8.42955,0.7221,8.6936,1.0
2017-06-12,0.75415,1.3324,0.9688,1.1203,1.26565,109.935,8.4742,0.72,8.7459,1.0
2017-06-09,0.75305,1.347,0.9696,1.1195499999999998,1.2745,110.345,8.4937,0.7211000000000001,8.7159,1.0
2017-06-08,0.7545999999999999,1.3508,0.9672499999999999,1.1214,1.2953000000000001,110.005,8.4948,0.7216,8.711,1.0
2017-06-07,0.7549,1.3509,0.9650000000000001,1.1257,1.2961,109.815,8.4949,0.7195,8.6908,1.0
2017-06-06,0.75085,1.3455,0.9621,1.1277499999999998,1.2911000000000001,109.405,8.4529,0.7185,8.6639,1.0
2017-06-05,0.7486999999999999,1.3473,0.96495,1.1254499999999998,1.2903,110.465,8.4512,0.7138,8.6542,1.0
2017-06-02,0.7445999999999999,1.3482,0.96225,1.1282,1.28865,110.415,8.41355,0.7141500000000001,8.6205,1.0
2017-06-01,0.7374,1.3515,0.9716,1.1213,1.2881,111.355,8.453199999999999,0.706,8.6865,1.0
2017-05-31,0.74305,1.3501,0.9678,1.1243500000000002,1.289,110.775,8.4353,0.7084,8.6881,1.0
2017-05-30,0.74655,1.346,0.9747,1.11855,1.28585,110.85,8.4316,0.7096,8.7234,1.0
2017-05-29,0.7440500000000001,1.3454,0.9778,1.1165500000000002,1.2841,111.25999999999999,8.4115,0.7057,8.701,1.0
2017-05-26,0.7447,1.3446500000000001,0.97445,1.1183,1.2803499999999999,111.345,8.377,0.70615,8.6947,1.0
2017-05-25,0.74545,1.3484,0.97295,1.1210499999999999,1.294,111.835,8.398499999999999,0.7022999999999999,8.6867,1.0
2017-05-24,0.7504500000000001,1.3408,0.9732000000000001,1.1219000000000001,1.2974,111.5,8.331,0.7048,8.6688,1.0
2017-05-23,0.7478499999999999,1.3514499999999998,0.9761,1.11835,1.2962500000000001,111.785,8.37435,0.7012,8.7059,1.0
2017-05-22,0.7478,1.3503,0.9734499999999999,1.1238000000000001,1.3,111.29499999999999,8.33765,0.6996,8.6926,1.0
2017-05-19,0.74615,1.3514,0.9723999999999999,1.1207,1.30355,111.275,8.3747,0.6927,8.7267,1.0
2017-05-18,0.74185,1.3603,0.9799,1.1103,1.2939500000000002,111.495,8.4804,0.6899,8.8081,1.0
2017-05-17,0.7432,1.3603,0.9789,1.1159,1.29725,110.82,8.4047,0.6941999999999999,8.7313,1.0
2017-05-16,0.74265,1.3606,0.986,1.10825,1.29175,113.12,8.46365,0.6883,8.7888,1.0
2017-05-15,0.7413,1.3632,0.9964999999999999,1.0975,1.28935,113.785,8.5534,0.68815,8.8294,1.0
2017-05-12,0.7386,1.371,1.0006499999999998,1.0931,1.2891,113.345,8.5593,0.6864,8.8263,1.0
2017-05-11,0.7379,1.3697,1.0078,1.08615,1.2886,113.86500000000001,8.5989,0.6849000000000001,8.884,1.0
2017-05-10,0.73685,1.3655,1.0089,1.0868,1.2938,114.285,8.6214,0.6941999999999999,8.9229,1.0
2017-05-09,0.7345,1.3719999999999999,1.0073,1.0873499999999998,1.2934999999999999,113.985,8.6903,0.6897,8.8881,1.0
2017-05-08,0.7387,1.369,0.9989,1.0924,1.294,113.255,8.6475,0.6907,8.844899999999999,1.0
2017-05-05,0.7421500000000001,1.3652,0.987,1.09975,1.2981,112.725,8.5936,0.6917,8.7901,1.0
2017-05-04,0.74085,1.3749,0.9863500000000001,1.0984500000000001,1.2921,112.46000000000001,8.6769,0.6869000000000001,8.8313,1.0
2017-05-03,0.74225,1.3729,0.99475,1.0885,1.2867,112.755,8.65235,0.6878,8.849,1.0
2017-05-02,0.7536,1.3709,0.9915,1.093,1.29385,111.985,8.59,0.6936,8.8037,1.0
2017-05-01,0.7525999999999999,1.3681,0.9963,1.0899,1.2886,111.84,8.594899999999999,0.6907,8.8483,1.0
2017-04-28,0.74885,1.3652,0.9952,1.0897000000000001,1.29505,111.545,8.5836,0.6868000000000001,8.8533,1.0
2017-04-27,0.74685,1.3633,0.9941,1.0873,1.2904,111.265,8.5647,0.6878,8.8357,1.0
2017-04-26,0.7474000000000001,1.3615,0.9932,1.09035,1.2847,111.055,8.584900000000001,0.6891,8.7634,1.0
2017-04-25,0.7535499999999999,1.3572,0.9936,1.0926,1.2841,111.095,8.5662,0.6951,8.7734,1.0
2017-04-24,0.75705,1.3501,0.9957,1.0867499999999999,1.2794,109.765,8.547699999999999,0.7017,8.8582,1.0
2017-04-21,0.7543,1.34995,0.99585,1.0728,1.2812999999999999,109.085,8.6709,0.7033,9.0055,1.0
2017-04-20,0.7527,1.347,0.99875,1.0716999999999999,1.2812999999999999,109.32,8.6212,0.7012,8.986,1.0
2017-04-19,0.7497499999999999,1.3485,0.9984500000000001,1.0711,1.2779,108.865,8.5805,0.7004,8.9727,1.0
2017-04-18,0.75605,1.33765,0.99625,1.07335,1.2841,108.42500000000001,8.5104,0.7042999999999999,8.9555,1.0
2017-04-17,0.759,1.3317,1.0045,1.0643500000000001,1.25645,108.905,8.557649999999999,0.70075,8.9974,1.0
2017-04-14,0.7577,1.3326500000000001,1.0054500000000002,1.06115,1.2524,108.64,8.5851,0.6999,9.0366,1.0
2017-04-13,0.75685,1.3329,1.0061,1.0614,1.2506,109.095,8.585,0.69985,9.0424,1.0
2017-04-12,0.7521,1.3253,1.0030999999999999,1.0666,1.254,109.03,8.5482,0.6969000000000001,8.9763,1.0
2017-04-11,0.7499,1.3325,1.0075,1.06025,1.2490999999999999,109.62,8.597850000000001,0.696,9.0601,1.0
2017-04-10,0.7501,1.3327,1.0086499999999998,1.0596,1.24145,110.935,8.6259,0.6961999999999999,9.0771,1.0
2017-04-07,0.74995,1.3406,1.009,1.059,1.2373500000000002,111.07,8.65785,0.6936,9.0742,1.0
2017-04-06,0.7545999999999999,1.3414,1.0049000000000001,1.06445,1.24695,110.815,8.625,0.6970000000000001,9.0241,1.0
2017-04-05,0.757,1.3435,1.0049,1.0663,1.2483,110.70500000000001,8.6099,0.6964,8.9898,1.0
2017-04-04,0.7565,1.3402500000000002,1.002,1.0673499999999998,1.24405,110.745,8.589300000000001,0.6973,9.0068,1.0
2017-04-03,0.7605,1.338,1.0015,1.06705,1.2487,110.89500000000001,8.5786,0.7014,8.9541,1.0
2017-03-31,0.76285,1.3313,1.0030999999999999,1.0652,1.255,111.395,8.5964,0.7007,8.9695,1.0
2017-03-30,0.7641,1.3343,1.00135,1.06755,1.2469000000000001,111.91499999999999,8.5624,0.6995,8.9437,1.0
2017-03-29,0.767,1.3326,0.9966,1.0767,1.2434,111.045,8.499500000000001,0.7033,8.868500000000001,1.0
2017-03-28,0.7634,1.3383,0.99245,1.0813,1.245,111.155,8.5246,0.7014,8.832,1.0
2017-03-27,0.7617499999999999,1.3377,0.9857,1.0865,1.2556500000000002,110.66,8.4937,0.7046,8.7877,1.0
2017-03-24,0.7623,1.3378999999999999,0.9914000000000001,1.0799,1.2469999999999999,111.345,8.4961,0.7029000000000001,8.8144,1.0
2017-03-23,0.7626999999999999,1.3351,0.9933000000000001,1.0783,1.2521,110.945,8.4877,0.7029,8.8282,1.0
2017-03-22,0.7678,1.3328,0.9913000000000001,1.0796999999999999,1.2484,111.155,8.46265,0.7044,8.7994,1.0
2017-03-21,0.76905,1.3352,0.9938,1.0811,1.2479,111.725,8.4666,0.7041999999999999,8.7964,1.0
2017-03-20,0.773,1.33475,0.9987,1.0739,1.2358,112.555,8.4766,0.7055,8.8223,1.0
2017-03-17,0.7702500000000001,1.335,0.99865,1.0738,1.2394,112.715,8.478200000000001,0.70165,8.8332,1.0
2017-03-16,0.76775,1.3319,0.9964,1.0766,1.236,113.315,8.5092,0.6987,8.819199999999999,1.0
2017-03-15,0.77095,1.3304,1.0003,1.07345,1.2292,113.38,8.495899999999999,0.7045,8.8626,1.0
2017-03-14,0.75595,1.348,1.0101,1.0604,1.2154,114.745,8.619299999999999,0.6919500000000001,8.9704,1.0
2017-03-13,0.75705,1.3446,1.0072,1.06535,1.2219,114.88,8.5659,0.69235,8.9434,1.0
2017-03-10,0.7542,1.3471,1.0110000000000001,1.0672,1.2171500000000002,114.75,8.602699999999999,0.6921999999999999,9.0032,1.0
2017-03-09,0.75055,1.351,1.0121,1.0577,1.21665,114.945,8.582899999999999,0.6900999999999999,9.0458,1.0
2017-03-08,0.7527,1.3493,1.0147,1.0541,1.217,114.35,8.5484,0.6915,9.0549,1.0
2017-03-07,0.7587999999999999,1.3414,1.01315,1.0566,1.22,113.985,8.4531,0.69545,9.0112,1.0
2017-03-06,0.7579,1.3411,1.012,1.05815,1.2236500000000001,113.885,8.4909,0.6994,9.01915,1.0
2017-03-03,0.75955,1.3377,1.00765,1.0623,1.2295,114.015,8.4225,0.7041999999999999,8.9815,1.0
2017-03-02,0.7572,1.3390499999999999,1.0133,1.05065,1.2266499999999998,114.405,8.4833,0.7064,9.0847,1.0
2017-03-01,0.7676000000000001,1.3326,1.00895,1.0547499999999999,1.2295,113.735,8.40895,0.7143999999999999,9.0492,1.0
2017-02-28,0.7658,1.33005,1.0058,1.0577,1.2380499999999999,112.78,8.394400000000001,0.7192000000000001,9.0367,1.0
2017-02-27,0.76735,1.3182,1.0089000000000001,1.0587499999999999,1.2444,112.705,8.3701,0.7192000000000001,9.06305,1.0
2017-02-24,0.7674000000000001,1.3091,1.0076,1.0563,1.24675,112.19,8.376000000000001,0.7203999999999999,9.0395,1.0
2017-02-23,0.77155,1.3105,1.00625,1.05815,1.2555,112.595,8.3382,0.72295,8.9923,1.0
2017-02-22,0.7703,1.3164,1.0104,1.0556,1.2450999999999999,113.29499999999999,8.3666,0.719,8.9758,1.0
2017-02-21,0.7675,1.3141,1.00965,1.0537,1.24735,113.685,8.3606,0.7162999999999999,8.9761,1.0
2017-02-20,0.7688999999999999,1.31055,1.0028000000000001,1.06135,1.2461,113.1,8.3372,0.7191000000000001,8.93505,1.0
2017-02-17,0.76715,1.3099,1.0027499999999998,1.0614,1.24145,112.875,8.3381,0.7195,8.9105,1.0
2017-02-16,0.76945,1.3070499999999998,0.9971000000000001,1.0674000000000001,1.24905,113.235,8.2869,0.721,8.8604,1.0
2017-02-15,0.771,1.3079,1.0053,1.0601,1.2459500000000001,114.165,8.339,0.7222999999999999,8.9197,1.0
2017-02-14,0.7664,1.30775,1.0061,1.05775,1.24695,114.25999999999999,8.3989,0.7168,8.9306,1.0
2017-02-13,0.76395,1.3072,1.00575,1.05985,1.2527499999999998,113.745,8.3905,0.7177,8.941,1.0
2017-02-10,0.7676000000000001,1.30815,1.0025,1.0641,1.24915,113.215,8.36545,0.7199500000000001,8.92225,1.0
2017-02-09,0.7624500000000001,1.3145,1.00175,1.0655999999999999,1.24965,113.255,8.33545,0.71875,8.9055,1.0
2017-02-08,0.7646,1.3144,0.99465,1.0698500000000002,1.2539500000000001,111.935,8.31625,0.7266,8.836,1.0
2017-02-07,0.7625,1.3183500000000001,0.9976499999999999,1.0681,1.25115,112.385,8.3208,0.7301,8.8756,1.0
2017-02-06,0.76595,1.3082,0.99095,1.075,1.24695,111.745,8.252,0.73205,8.8238,1.0
2017-02-03,0.76835,1.3023,0.9925999999999999,1.0784,1.24875,112.705,8.207799999999999,0.73155,8.762699999999999,1.0
2017-02-02,0.7657499999999999,1.3026,0.9926999999999999,1.07585,1.2528000000000001,112.805,8.25215,0.72885,8.7521,1.0
2017-02-01,0.7585999999999999,1.3049,0.9931,1.0769,1.26585,113.245,8.2344,0.728,8.75,1.0
