DATE,SDY
2012-03-13,57.195
2012-03-14,56.875
2012-03-15,57.095
2012-03-16,56.59
2012-03-19,56.71
2012-03-20,56.86
2012-03-21,56.415
2012-03-22,56.075
2012-03-23,56.2
2012-03-26,56.865
2012-03-27,56.69
2012-03-28,56.665
2012-03-29,56.615
2012-03-30,56.62000000000001
2012-04-02,57.1
2012-04-03,56.965
2012-04-04,56.48
2012-04-05,56.345
2012-04-09,55.615
2012-04-10,54.86
2012-04-11,55.13
2012-04-12,55.79
2012-04-13,55.38
2012-04-16,55.595
2012-04-17,56.225
2012-04-18,55.9
2012-04-19,55.765
2012-04-20,56.045
2012-04-23,55.52500000000001
2012-04-24,56.06
2012-04-25,56.74
2012-04-26,56.815
2012-04-27,56.77500000000001
2012-04-30,56.41
2012-05-01,57.2
2012-05-02,56.905
2012-05-03,56.39
2012-05-04,55.755
2012-05-07,56.08
2012-05-08,55.77
2012-05-09,55.790000000000006
2012-05-10,55.705
2012-05-11,55.83
2012-05-14,54.9
2012-05-15,54.885
2012-05-16,54.72
2012-05-17,54.195
2012-05-18,53.715
2012-05-21,54.375
2012-05-22,54.265
2012-05-23,54.395
2012-05-24,54.62000000000001
2012-05-25,55.155
2012-05-29,55.54
2012-05-30,54.455
2012-05-31,54.505
2012-06-01,53.75
2012-06-04,53.415
2012-06-05,53.86
2012-06-06,54.74
2012-06-07,54.905
2012-06-08,55.42
2012-06-11,54.88500000000001
2012-06-12,55.175
2012-06-13,54.825
2012-06-14,55.36
2012-06-15,55.51
2012-06-18,55.53
2012-06-19,55.44
2012-06-20,55.66
2012-06-21,54.765
2012-06-22,55.03
2012-06-25,53.865
2012-06-26,54.155
2012-06-27,54.62000000000001
2012-06-28,54.665
2012-06-29,55.615
2012-07-02,55.5
2012-07-03,56.01000000000001
2012-07-05,55.86
2012-07-06,55.545
2012-07-09,55.34
2012-07-10,55.040000000000006
2012-07-11,55.075
2012-07-12,55.12
2012-07-13,55.55
2012-07-16,54.895
2012-07-17,55.365
2012-07-18,56.17
2012-07-19,56.695
2012-07-20,56.05
2012-07-23,55.51000000000001
2012-07-24,55.31
2012-07-25,55.08
2012-07-26,55.85
2012-07-27,56.36
2012-07-30,56.71
2012-07-31,56.61
2012-08-01,56.23
2012-08-02,55.725
2012-08-03,56.8
2012-08-06,56.64
2012-08-07,56.875
2012-08-08,56.9
2012-08-09,57.005
2012-08-10,56.96
2012-08-13,57.06
2012-08-14,57.02
2012-08-15,57.18
2012-08-16,57.45
2012-08-17,57.56
2012-08-20,57.55
2012-08-21,57.605
2012-08-22,57.355
2012-08-23,56.995
2012-08-24,57.28
2012-08-27,57.155
2012-08-28,57.115
2012-08-29,57.12
2012-08-30,56.975
2012-08-31,57.135
2012-09-04,57.32
2012-09-05,57.235
2012-09-06,58.195
2012-09-07,58.27500000000001
2012-09-10,58.02
2012-09-11,58.18
2012-09-12,58.37000000000001
2012-09-13,58.975
2012-09-14,59.375
2012-09-17,59.055
2012-09-18,58.905
2012-09-19,59.1
2012-09-20,58.98
2012-09-21,58.855
2012-09-24,58.56
2012-09-25,58.08
2012-09-26,57.86
2012-09-27,58.21
2012-09-28,58.075
2012-10-01,58.02500000000001
2012-10-02,58.075
2012-10-03,58.275
2012-10-04,58.715
2012-10-05,58.98
2012-10-08,58.815
2012-10-09,58.345
2012-10-10,58.02
2012-10-11,58.16
2012-10-12,57.88500000000001
2012-10-15,58.405
2012-10-16,58.965
2012-10-17,59.25
2012-10-18,59.41
2012-10-19,58.46
2012-10-22,58.365
2012-10-23,57.705
2012-10-24,57.655
2012-10-25,57.83
2012-10-26,57.675
2012-10-31,57.81
2012-11-01,58.655
2012-11-02,57.905
2012-11-05,57.945
2012-11-06,58.38
2012-11-07,57.23
2012-11-08,56.58
2012-11-09,56.615
2012-11-12,56.72
2012-11-13,56.575
2012-11-14,55.93
2012-11-15,55.785
2012-11-16,56.21
2012-11-19,57.08
2012-11-20,57.23
2012-11-21,57.37000000000001
2012-11-23,58.08
2012-11-26,57.945
2012-11-27,57.72
2012-11-28,57.98
2012-11-29,58.295
2012-11-30,58.365
2012-12-03,58.195
2012-12-04,58.075
2012-12-05,58.24500000000001
2012-12-06,58.36
2012-12-07,58.615
2012-12-10,58.68
2012-12-11,58.875
2012-12-12,58.72
2012-12-13,58.51000000000001
2012-12-14,58.355
2012-12-17,58.895
2012-12-18,59.465
2012-12-19,59.175
2012-12-20,59.48
2012-12-21,58.395
2012-12-24,58.155
2012-12-26,57.94
2012-12-27,57.835
2012-12-28,57.155
2012-12-31,58.235
2013-01-02,59.44
2013-01-03,59.465
2013-01-04,59.915
2013-01-07,59.655
2013-01-08,59.545
2013-01-09,59.675
2013-01-10,59.94
2013-01-11,59.985
2013-01-14,60.1
2013-01-15,60.295
2013-01-16,60.125
2013-01-17,60.69
2013-01-18,60.97
2013-01-22,61.36
2013-01-23,61.47
2013-01-24,61.48
2013-01-25,61.7
2013-01-28,61.65
2013-01-29,61.94
2013-01-30,61.595
2013-01-31,61.895
2013-02-01,62.42
2013-02-04,61.79
2013-02-05,62.235
2013-02-06,62.425
2013-02-07,62.465
2013-02-08,62.57
2013-02-11,62.64
2013-02-12,62.795
2013-02-13,62.915
2013-02-14,63.075
2013-02-15,63.315
2013-02-19,63.63
2013-02-20,63.045
2013-02-21,62.68
2013-02-22,63.285
2013-02-25,62.21
2013-02-26,62.58
2013-02-27,63.365
2013-02-28,63.305
2013-03-01,63.41
2013-03-04,63.825
2013-03-05,64.26
2013-03-06,64.255
2013-03-07,64.32
2013-03-08,64.64
2013-03-11,64.945
2013-03-12,64.875
2013-03-13,65.145
2013-03-14,65.47999999999999
2013-03-15,64.985
2013-03-18,64.68
2013-03-19,64.755
2013-03-20,65.205
2013-03-21,64.845
2013-03-22,65.235
2013-03-25,65.095
2013-03-26,65.625
2013-03-27,65.525
2013-03-28,66.005
2013-04-01,65.675
2013-04-02,65.845
2013-04-03,65.16
2013-04-04,65.595
2013-04-05,65.38499999999999
2013-04-08,65.85
2013-04-09,65.995
2013-04-10,66.68
2013-04-11,66.935
2013-04-12,66.805
2013-04-15,65.295
2013-04-16,66.22999999999999
2013-04-17,65.53999999999999
2013-04-18,65.33500000000001
2013-04-19,66.09
2013-04-22,66.265
2013-04-23,66.61
2013-04-25,68.21
2013-04-26,66.86500000000001
2013-04-29,67.27
2013-04-30,67.22999999999999
2013-05-01,66.58000000000001
2013-05-02,67.445
2013-05-03,68.11000000000001
2013-05-06,67.97999999999999
2013-05-07,68.485
2013-05-08,68.58500000000001
2013-05-09,68.14500000000001
2013-05-10,68.605
2013-05-13,68.55000000000001
2013-05-14,69.42
2013-05-15,69.785
2013-05-16,69.41
2013-05-17,70.03999999999999
2013-05-20,70.015
2013-05-21,70.195
2013-05-22,69.525
2013-05-23,69.105
2013-05-24,69.015
2013-05-28,69.24000000000001
2013-05-29,68.345
2013-05-30,68.44999999999999
2013-05-31,67.5
2013-06-03,67.62
2013-06-04,67.56
2013-06-05,66.63999999999999
2013-06-06,67.16499999999999
2013-06-07,67.845
2013-06-10,67.87
2013-06-11,67.44999999999999
2013-06-12,66.88999999999999
2013-06-13,67.86000000000001
2013-06-14,67.715
2013-06-17,68.16
2013-06-18,68.6
2013-06-19,67.53
2013-06-20,65.655
2013-06-21,65.49000000000001
2013-06-24,64.94999999999999
2013-06-25,65.57
2013-06-26,66.31
2013-06-27,66.8
2013-06-28,66.425
2013-07-01,66.81
2013-07-02,66.67500000000001
2013-07-03,66.515
2013-07-05,67.19
2013-07-08,67.67
2013-07-09,68.255
2013-07-10,68.37
2013-07-11,69.265
2013-07-12,69.31
2013-07-15,69.58500000000001
2013-07-16,69.22999999999999
2013-07-17,69.345
2013-07-18,69.695
2013-07-19,70.13
2013-07-22,70.205
2013-07-23,69.975
2013-07-24,69.645
2013-07-25,69.98
2013-07-26,70.06
2013-07-29,69.91
2013-07-30,70.005
2013-07-31,70.095
2013-08-01,70.97
2013-08-02,70.91499999999998
2013-08-05,70.805
2013-08-06,70.495
2013-08-07,70.255
2013-08-08,70.42500000000003
2013-08-09,70.38499999999998
2013-08-12,70.2
2013-08-13,70.185
2013-08-14,69.695
2013-08-15,68.575
2013-08-16,68.28
2013-08-19,67.865
2013-08-20,68.18
2013-08-21,67.655
2013-08-22,68.225
2013-08-23,68.475
2013-08-26,68.11
2013-08-27,67.185
2013-08-28,67.22
2013-08-29,67.28999999999999
2013-08-30,66.94
2013-09-03,66.92
2013-09-04,67.5
2013-09-05,67.455
2013-09-06,67.585
2013-09-09,68.33500000000001
2013-09-10,68.795
2013-09-11,69.005
2013-09-12,68.9
2013-09-13,69.045
2013-09-16,69.6
2013-09-17,69.83
2013-09-18,70.835
2013-09-19,70.705
2013-09-20,69.77000000000001
2013-09-23,69.58500000000001
2013-09-24,69.515
2013-09-25,69.245
2013-09-26,69.515
2013-09-27,69.11
2013-09-30,68.93
2013-10-01,69.52000000000001
2013-10-02,69.24000000000001
2013-10-03,68.625
2013-10-04,68.915
2013-10-07,68.42500000000001
2013-10-08,67.785
2013-10-09,67.94
2013-10-10,69.335
2013-10-11,69.83
2013-10-14,69.975
2013-10-15,69.31
2013-10-16,70.06
2013-10-17,70.825
2013-10-18,70.99000000000002
2013-10-21,71.045
2013-10-22,71.71000000000002
2013-10-23,71.665
2013-10-24,71.765
2013-10-25,72.305
2013-10-28,72.485
2013-10-29,72.915
2013-10-30,72.45
2013-10-31,72.35499999999998
2013-11-01,72.525
2013-11-04,72.905
2013-11-05,72.525
2013-11-06,73.03999999999998
2013-11-07,72.065
2013-11-08,72.505
2013-11-11,72.61500000000002
2013-11-12,72.415
2013-11-13,72.935
2013-11-14,73.335
2013-11-15,73.64
2013-11-18,73.44999999999997
2013-11-19,73.305
2013-11-20,72.915
2013-11-21,73.395
2013-11-22,73.6
2013-11-25,73.33
2013-11-26,73.22
2013-11-27,73.19999999999997
2013-11-29,73.0
2013-12-02,72.59
2013-12-03,72.485
2013-12-04,72.315
2013-12-05,71.985
2013-12-06,73.07
2013-12-09,73.225
2013-12-10,72.87
2013-12-11,72.095
2013-12-12,71.835
2013-12-13,71.845
2013-12-16,72.255
2013-12-17,72.10499999999998
2013-12-18,73.31
2013-12-19,72.99000000000002
2013-12-20,71.775
2013-12-23,71.91499999999998
2013-12-24,72.16
2013-12-26,72.39
2013-12-27,72.51
2013-12-30,72.57499999999997
2013-12-31,72.585
2014-01-02,71.85
2014-01-03,71.96000000000002
2014-01-06,71.735
2014-01-07,72.2
2014-01-08,71.97999999999998
2014-01-09,72.065
2014-01-10,72.52000000000002
2014-01-13,71.575
2014-01-14,72.18
2014-01-15,72.4
2014-01-16,72.395
2014-01-17,72.08500000000002
2014-01-21,72.365
2014-01-22,72.375
2014-01-23,71.78999999999998
2014-01-24,70.44
2014-01-27,70.27000000000001
2014-01-28,70.825
2014-01-29,70.13
2014-01-30,70.71000000000002
2014-01-31,70.425
2014-02-03,68.555
2014-02-04,68.845
2014-02-05,68.78
2014-02-06,69.4
2014-02-07,70.205
2014-02-10,70.39
2014-02-11,71.015
2014-02-12,71.08
2014-02-13,71.565
2014-02-14,71.92
2014-02-18,71.965
2014-02-19,71.57
2014-02-20,71.975
2014-02-21,71.975
2014-02-24,72.13
2014-02-25,72.215
2014-02-26,72.345
2014-02-27,72.66
2014-02-28,73.04499999999999
2014-03-03,72.59
2014-03-04,73.46000000000002
2014-03-05,73.21000000000002
2014-03-06,73.28999999999998
2014-03-07,73.285
2014-03-10,73.195
2014-03-11,72.985
2014-03-12,73.07
2014-03-13,72.47
2014-03-14,72.53
2014-03-17,73.14500000000002
2014-03-18,73.465
2014-03-19,72.82
2014-03-20,73.0
2014-03-21,72.685
2014-03-24,72.425
2014-03-25,72.78
2014-03-26,72.4
2014-03-27,72.4
2014-03-28,72.75
2014-03-31,73.56
2014-04-01,73.75
2014-04-02,74.015
2014-04-03,74.085
2014-04-04,73.52000000000002
2014-04-07,72.995
2014-04-08,73.345
2014-04-09,73.775
2014-04-10,72.715
2014-04-11,72.2
2014-04-14,72.665
2014-04-15,73.295
2014-04-16,73.975
2014-04-17,74.12
2014-04-21,74.15
2014-04-22,74.4
2014-04-23,74.4
2014-04-24,74.38
2014-04-25,73.97
2014-04-28,74.33500000000002
2014-04-29,74.375
2014-04-30,74.67500000000003
2014-05-01,74.585
2014-05-02,74.53999999999998
2014-05-05,74.515
2014-05-06,74.06
2014-05-07,74.75999999999998
2014-05-08,74.67
2014-05-09,74.775
2014-05-12,75.265
2014-05-13,75.17500000000003
2014-05-14,74.87
2014-05-15,74.275
2014-05-16,74.605
2014-05-19,74.74000000000002
2014-05-20,74.095
2014-05-21,74.4
2014-05-22,74.475
2014-05-23,74.77000000000002
2014-05-27,75.07499999999997
2014-05-28,74.985
2014-05-29,75.27000000000002
2014-05-30,75.455
2014-06-02,75.59
2014-06-03,75.47999999999998
2014-06-04,75.64
2014-06-05,76.275
2014-06-06,76.465
2014-06-09,76.63
2014-06-10,76.44999999999997
2014-06-11,76.08500000000002
2014-06-12,75.675
2014-06-13,75.785
2014-06-16,75.81
2014-06-17,76.135
2014-06-18,76.75999999999998
2014-06-19,77.015
2014-06-20,76.59
2014-06-23,76.41
2014-06-24,76.06
2014-06-25,76.28999999999998
2014-06-26,76.22
2014-06-27,76.46000000000002
2014-06-30,76.58500000000002
2014-07-01,76.815
2014-07-02,76.56
2014-07-03,76.805
2014-07-07,76.565
2014-07-08,76.32
2014-07-09,76.44
2014-07-10,76.215
2014-07-11,76.08
2014-07-14,76.28999999999998
2014-07-15,76.17
2014-07-16,76.19
2014-07-17,75.42
2014-07-18,76.18
2014-07-21,75.965
2014-07-22,75.97999999999998
2014-07-23,76.055
2014-07-24,75.95500000000001
2014-07-25,75.705
2014-07-28,75.86500000000002
2014-07-29,75.505
2014-07-30,75.205
2014-07-31,73.785
2014-08-01,73.75999999999998
2014-08-04,74.03999999999998
2014-08-05,73.545
2014-08-06,73.595
2014-08-07,73.37
2014-08-08,74.285
2014-08-11,74.525
2014-08-12,74.47
2014-08-13,75.0
2014-08-14,75.31
2014-08-15,75.205
2014-08-18,75.88499999999998
2014-08-19,76.245
2014-08-20,76.42500000000003
2014-08-21,76.64
2014-08-22,76.42
2014-08-25,76.755
2014-08-26,76.71000000000002
2014-08-27,76.755
2014-08-28,76.72999999999998
2014-08-29,76.93
2014-09-02,76.9
2014-09-03,77.03
2014-09-04,77.065
2014-09-05,77.41
2014-09-08,77.17
2014-09-09,76.735
2014-09-10,76.78999999999998
2014-09-11,76.89
2014-09-12,76.25999999999998
2014-09-15,76.28999999999998
2014-09-16,76.68
2014-09-17,76.71000000000002
2014-09-18,76.93
2014-09-19,76.4
2014-09-22,76.03
2014-09-23,75.37
2014-09-24,75.88499999999998
2014-09-25,74.93
2014-09-26,75.375
2014-09-29,75.33
2014-09-30,74.955
2014-10-01,74.17
2014-10-02,74.31
2014-10-03,74.96000000000002
2014-10-06,74.92
2014-10-07,73.995
2014-10-08,75.205
2014-10-09,73.91
2014-10-10,73.57
2014-10-13,72.705
2014-10-14,73.22999999999998
2014-10-15,72.9
2014-10-16,72.975
2014-10-17,73.595
2014-10-20,74.375
2014-10-21,75.58500000000002
2014-10-22,75.355
2014-10-23,76.0
2014-10-24,76.50999999999998
2014-10-27,76.495
2014-10-28,77.28
2014-10-29,77.16
2014-10-30,77.725
2014-10-31,78.56
2014-11-03,78.50999999999998
2014-11-04,78.61
2014-11-05,79.1
2014-11-06,79.19999999999997
2014-11-07,79.62
2014-11-10,79.965
2014-11-11,79.81
2014-11-12,79.82
2014-11-13,79.77000000000002
2014-11-14,79.56
2014-11-17,79.78
2014-11-18,80.05000000000003
2014-11-19,80.05000000000003
2014-11-20,80.13
2014-11-21,80.625
2014-11-24,80.74000000000002
2014-11-25,80.75
2014-11-26,80.91
2014-11-28,81.505
2014-12-01,80.42
2014-12-02,80.75
2014-12-03,81.08
2014-12-04,81.03999999999998
2014-12-05,81.03
2014-12-08,80.71000000000002
2014-12-09,80.72999999999998
2014-12-10,79.545
2014-12-11,80.03999999999998
2014-12-12,78.83
2014-12-15,78.4
2014-12-16,78.21000000000002
2014-12-17,79.69
2014-12-18,81.095
2014-12-19,78.92
2014-12-22,79.32499999999997
2014-12-23,79.535
2014-12-24,79.535
2014-12-26,79.785
2014-12-29,80.13
2014-12-30,79.72
2014-12-31,78.785
2015-01-02,78.75999999999998
2015-01-05,77.5
2015-01-06,77.02000000000002
2015-01-07,77.99000000000002
2015-01-08,79.15
2015-01-09,78.36
2015-01-12,78.035
2015-01-13,77.94999999999997
2015-01-14,77.655
2015-01-15,77.36500000000002
2015-01-16,78.225
2015-01-20,78.035
2015-01-21,78.345
2015-01-22,79.32
2015-01-23,78.62
2015-01-26,78.91
2015-01-27,78.33500000000002
2015-01-28,77.36500000000002
2015-01-29,78.08500000000002
2015-01-30,76.89500000000002
2015-02-02,77.655
2015-02-03,78.785
2015-02-04,78.215
2015-02-05,79.00999999999998
2015-02-06,78.455
2015-02-09,78.005
2015-02-10,78.475
2015-02-11,78.22999999999998
2015-02-12,78.83500000000002
2015-02-13,79.16
2015-02-17,79.19
2015-02-18,79.465
2015-02-19,79.095
2015-02-20,79.63499999999998
2015-02-23,79.595
2015-02-24,79.805
2015-02-25,79.67500000000003
2015-02-26,79.405
2015-02-27,79.285
2015-03-02,79.555
2015-03-03,79.265
2015-03-04,78.735
2015-03-05,78.945
2015-03-06,77.60499999999998
2015-03-09,78.025
2015-03-10,76.975
2015-03-11,76.94999999999997
2015-03-12,78.065
2015-03-13,77.505
2015-03-16,78.41499999999998
2015-03-17,78.19
2015-03-18,79.28999999999998
2015-03-19,78.67500000000003
2015-03-20,79.09
2015-03-23,79.005
2015-03-24,78.6
2015-03-25,77.72999999999998
2015-03-26,77.475
2015-03-27,77.66
2015-03-30,78.66499999999998
2015-03-31,78.185
2015-04-01,77.86500000000002
2015-04-02,78.215
2015-04-06,78.78
2015-04-07,78.44
2015-04-08,78.50999999999998
2015-04-09,78.515
2015-04-10,78.75
2015-04-13,78.47999999999998
2015-04-14,78.765
2015-04-15,78.945
2015-04-16,78.72999999999998
2015-04-17,77.935
2015-04-20,78.63499999999998
2015-04-21,78.515
2015-04-22,78.725
2015-04-23,78.97999999999998
2015-04-24,79.03
2015-04-27,78.63
2015-04-28,79.035
2015-04-29,78.57
2015-04-30,77.72
2015-05-01,78.33
2015-05-04,78.6
2015-05-05,77.625
2015-05-06,77.53
2015-05-07,77.905
2015-05-08,78.64
2015-05-11,78.39500000000002
2015-05-12,78.32
2015-05-13,78.21000000000002
2015-05-14,79.12
2015-05-15,79.32499999999997
2015-05-18,79.50999999999998
2015-05-19,79.5
2015-05-20,79.475
2015-05-21,79.46000000000002
2015-05-22,79.16
2015-05-26,78.49000000000002
2015-05-27,79.05000000000003
2015-05-28,79.015
2015-05-29,78.475
2015-06-01,78.58
2015-06-02,78.5
2015-06-03,78.61
2015-06-04,78.015
2015-06-05,77.715
2015-06-08,77.495
2015-06-09,77.39500000000002
2015-06-10,78.125
2015-06-11,78.445
2015-06-12,77.91499999999998
2015-06-15,77.39
2015-06-16,77.905
2015-06-17,78.14500000000002
2015-06-18,79.005
2015-06-19,78.185
2015-06-22,78.455
2015-06-23,78.36
2015-06-24,77.80000000000003
2015-06-25,77.455
2015-06-26,77.765
2015-06-29,76.33500000000002
2015-06-30,76.215
2015-07-01,77.03
2015-07-02,77.035
2015-07-06,76.84
2015-07-07,77.50999999999998
2015-07-08,76.575
2015-07-09,76.475
2015-07-10,77.17
2015-07-13,77.735
2015-07-14,77.92500000000003
2015-07-15,77.765
2015-07-16,78.095
2015-07-17,77.605
2015-07-20,77.56
2015-07-21,77.075
2015-07-22,77.16499999999998
2015-07-23,76.665
2015-07-24,76.11500000000002
2015-07-27,75.94
2015-07-28,76.735
2015-07-29,77.41499999999998
2015-07-30,77.475
2015-07-31,77.565
2015-08-03,77.52000000000002
2015-08-04,77.235
2015-08-05,77.57499999999997
2015-08-06,77.155
2015-08-07,77.08
2015-08-10,77.88
2015-08-11,77.47999999999998
2015-08-12,77.59
2015-08-13,77.53
2015-08-14,78.14500000000002
2015-08-17,78.535
2015-08-18,78.345
2015-08-19,77.72999999999998
2015-08-20,76.545
2015-08-21,74.845
2015-08-24,72.06
2015-08-25,70.785
2015-08-26,72.71000000000002
2015-08-27,74.18
2015-08-28,74.25999999999998
2015-08-31,73.66499999999998
2015-09-01,71.69
2015-09-02,72.55000000000003
2015-09-03,72.745
2015-09-04,71.645
2015-09-08,73.225
2015-09-09,72.39
2015-09-10,72.41
2015-09-11,72.755
2015-09-14,72.525
2015-09-15,73.325
2015-09-16,74.105
2015-09-17,74.03
2015-09-18,72.705
2015-09-21,73.11
2015-09-22,72.255
2015-09-23,72.08
2015-09-24,71.94
2015-09-25,72.19
2015-09-28,70.91
2015-09-29,71.19999999999997
2015-09-30,72.17500000000003
2015-10-01,72.05
2015-10-02,72.905
2015-10-05,74.37
2015-10-06,74.095
2015-10-07,74.85
2015-10-08,75.78999999999998
2015-10-09,75.655
2015-10-12,75.84
2015-10-13,75.345
2015-10-14,74.85499999999998
2015-10-15,75.695
2015-10-16,76.00999999999998
2015-10-19,76.07
2015-10-20,76.19999999999997
2015-10-21,75.87
2015-10-22,77.43
2015-10-23,77.47
2015-10-26,77.57
2015-10-27,77.235
2015-10-28,77.965
2015-10-29,77.89500000000002
2015-10-30,77.745
2015-11-02,78.75999999999998
2015-11-03,78.795
2015-11-04,78.655
2015-11-05,78.57
2015-11-06,77.825
2015-11-09,77.02000000000002
2015-11-10,77.33500000000002
2015-11-11,77.17500000000003
2015-11-12,75.93
2015-11-13,75.41
2015-11-16,76.57
2015-11-17,76.30000000000003
2015-11-18,77.43
2015-11-19,77.53
2015-11-20,77.755
2015-11-23,77.935
2015-11-24,78.085
2015-11-25,78.03999999999998
2015-11-27,78.255
2015-11-30,77.94
2015-12-01,78.47999999999998
2015-12-02,77.53
2015-12-03,76.65
2015-12-04,77.85499999999998
2015-12-07,77.32
2015-12-08,76.63
2015-12-09,76.13
2015-12-10,75.97999999999998
2015-12-11,74.92
2015-12-14,75.285
2015-12-15,75.935
2015-12-16,77.025
2015-12-17,76.075
2015-12-18,71.82499999999997
2015-12-21,72.32
2015-12-22,73.16499999999998
2015-12-23,74.19
2015-12-24,74.1
2015-12-28,74.19
2015-12-29,74.74000000000002
2015-12-30,74.37
2015-12-31,73.555
2016-01-04,72.58
2016-01-05,72.88
2016-01-06,72.05000000000003
2016-01-07,70.6
2016-01-08,69.92500000000001
2016-01-11,69.89
2016-01-12,70.27000000000001
2016-01-13,69.015
2016-01-14,69.91499999999999
2016-01-15,69.005
2016-01-19,69.215
2016-01-20,68.405
2016-01-21,68.69
2016-01-22,69.96000000000001
2016-01-25,68.955
2016-01-26,70.295
2016-01-27,69.94999999999999
2016-01-28,70.49000000000002
2016-01-29,72.17500000000003
2016-02-01,72.515
2016-02-02,71.62
2016-02-03,72.595
2016-02-04,73.055
2016-02-05,72.455
2016-02-08,72.11500000000002
2016-02-09,72.005
2016-02-10,71.695
2016-02-11,70.935
2016-02-12,72.19999999999997
2016-02-16,73.185
2016-02-17,73.91499999999998
2016-02-18,74.065
2016-02-19,73.955
2016-02-22,74.66499999999998
2016-02-23,74.005
2016-02-24,74.33
2016-02-25,75.10499999999998
2016-02-26,74.89
2016-02-29,74.41
2016-03-01,75.69999999999997
2016-03-02,76.18
2016-03-03,76.655
2016-03-04,77.155
2016-03-07,77.55000000000003
2016-03-08,76.97
2016-03-09,77.17500000000003
2016-03-10,77.205
2016-03-11,78.22
2016-03-14,78.0
2016-03-15,77.85499999999998
2016-03-16,78.515
2016-03-17,79.68
2016-03-18,79.275
2016-03-21,79.24000000000002
2016-03-22,79.245
2016-03-23,78.775
2016-03-24,78.845
2016-03-28,79.08500000000002
2016-03-29,79.995
2016-03-30,80.10499999999998
2016-03-31,79.92500000000003
2016-04-01,80.35
2016-04-04,79.89
2016-04-05,79.17500000000003
2016-04-06,79.655
2016-04-07,78.975
2016-04-08,79.41499999999998
2016-04-11,79.345
2016-04-12,80.14
2016-04-13,80.765
2016-04-14,80.625
2016-04-15,80.935
2016-04-18,81.265
2016-04-19,81.595
2016-04-20,81.275
2016-04-21,80.275
2016-04-22,80.795
2016-04-25,80.755
2016-04-26,81.14500000000002
2016-04-27,81.57499999999997
2016-04-28,80.91499999999998
2016-04-29,80.685
2016-05-02,81.36
2016-05-03,80.795
2016-05-04,80.69999999999997
2016-05-05,80.62
2016-05-06,80.975
2016-05-09,81.14500000000002
2016-05-10,81.82499999999997
2016-05-11,81.255
2016-05-12,81.60499999999998
2016-05-13,80.775
2016-05-16,81.455
2016-05-17,80.32499999999997
2016-05-18,79.905
2016-05-19,79.72999999999998
2016-05-20,80.155
2016-05-23,80.015
2016-05-24,81.07
2016-05-25,81.455
2016-05-26,81.565
2016-05-27,81.92500000000003
2016-05-31,81.82499999999997
2016-06-01,82.0
2016-06-02,82.33
2016-06-03,82.42500000000003
2016-06-06,82.745
2016-06-07,82.945
2016-06-08,83.38499999999998
2016-06-09,83.405
2016-06-10,82.89500000000002
2016-06-13,82.245
2016-06-14,82.185
2016-06-15,82.185
2016-06-16,82.485
2016-06-17,81.91499999999998
2016-06-20,82.46000000000002
2016-06-21,82.545
2016-06-22,82.39500000000002
2016-06-23,83.455
2016-06-24,81.17500000000003
2016-06-27,80.045
2016-06-28,81.155
2016-06-29,82.295
2016-06-30,83.92500000000003
2016-07-01,83.985
2016-07-05,83.61500000000002
2016-07-06,83.985
2016-07-07,83.62
2016-07-08,84.83
2016-07-11,85.225
2016-07-12,85.705
2016-07-13,85.89500000000002
2016-07-14,85.995
2016-07-15,86.055
2016-07-18,85.965
2016-07-19,85.91499999999998
2016-07-20,86.025
2016-07-21,85.755
2016-07-22,86.305
2016-07-25,86.11500000000002
2016-07-26,86.4
2016-07-27,85.955
2016-07-28,86.195
2016-07-29,86.305
2016-08-01,86.02000000000002
2016-08-02,85.42
2016-08-03,85.525
2016-08-04,85.58500000000002
2016-08-05,86.045
2016-08-08,85.985
2016-08-09,85.975
2016-08-10,86.005
2016-08-11,86.14500000000002
2016-08-12,86.12
2016-08-15,86.295
2016-08-16,85.655
2016-08-17,85.78999999999998
2016-08-18,86.14500000000002
2016-08-19,85.975
2016-08-22,86.005
2016-08-23,86.195
2016-08-24,85.87
2016-08-25,85.945
2016-08-26,85.465
2016-08-29,86.055
2016-08-30,85.905
2016-08-31,85.64500000000002
2016-09-01,85.565
2016-09-02,86.16499999999998
2016-09-06,86.245
2016-09-07,86.315
2016-09-08,85.875
2016-09-09,83.4
2016-09-12,84.405
2016-09-13,83.025
2016-09-14,82.83500000000002
2016-09-15,83.41499999999998
2016-09-16,82.64500000000002
2016-09-19,83.07499999999997
2016-09-20,83.07499999999997
2016-09-21,84.11500000000002
2016-09-22,84.83500000000002
2016-09-23,84.275
2016-09-26,83.795
2016-09-27,84.13499999999998
2016-09-28,84.655
2016-09-29,83.795
2016-09-30,84.35499999999998
2016-10-03,83.86500000000002
2016-10-04,83.015
2016-10-05,83.125
2016-10-06,83.155
2016-10-07,82.655
2016-10-10,82.92500000000003
2016-10-11,81.815
2016-10-12,82.225
2016-10-13,82.08500000000002
2016-10-14,82.08500000000002
2016-10-17,81.955
2016-10-18,82.14500000000002
2016-10-19,82.295
2016-10-20,81.985
2016-10-21,81.82499999999997
2016-10-24,82.045
2016-10-25,81.705
2016-10-26,81.595
2016-10-27,80.965
2016-10-28,80.955
2016-10-31,81.42500000000003
2016-11-01,80.68
2016-11-02,80.195
2016-11-03,80.155
2016-11-04,80.17500000000003
2016-11-07,81.775
2016-11-08,82.13
2016-11-09,83.02000000000002
