date,CAD,AUD,JPY,NZD,NOK,SEK,CHF,GBP,EUR
20000103,1.5172,1.4465,101.7,1.9033,7.964,8.443,1.5808,0.6146,1.0155
20000104,1.5239,1.4518,103.09,1.9238,7.934,8.36,1.5565,0.6109,1.0309
20000105,1.5267,1.4518,103.77,1.9339,7.935,8.353,1.5526,0.6092,1.0335
20000106,1.5291,1.4571,105.19,1.9436,7.94,8.3675,1.554,0.607,1.0324
20000107,1.5272,1.4505,105.17,1.938,7.966,8.415,1.5623,0.6104,1.0294
20000110,1.5242,1.4568,105.28,1.935,8.024,8.449,1.5704,0.6107,1.0252
20000111,1.5209,1.457,106.09,1.9365,7.969,8.397,1.5605,0.6068,1.0322
20000112,1.5202,1.455,105.76,1.9286,7.977,8.418,1.566,0.6073,1.0281
20000113,1.4954,1.4495,106.09,1.9084,7.9425,8.417,1.5707,0.6067,1.027
20000114,1.5004,1.4497,105.86,1.9186,7.997,8.474,1.5945,0.6115,1.0128
20000117,,,,,,,,,
20000118,1.506,1.4502,105.49,1.9342,8.01,8.468,1.5942,0.6105,1.0121
20000119,1.5074,1.4527,105.39,1.9399,8,8.487,1.5965,0.6083,1.0115
20000120,1.5002,1.4484,105.45,1.9486,7.977,8.468,1.5915,0.6047,1.0133
20000121,1.5103,1.442,104.96,1.9592,7.999,8.493,1.5973,0.6059,1.01
20000124,1.5281,1.44,105.52,1.9759,8.026,8.526,1.609,0.6053,1.0019
20000125,1.5286,1.4389,105.87,1.9732,8.036,8.521,1.6085,0.6067,1.0041
20000126,1.5373,1.4379,105.85,1.9763,8.0675,8.5285,1.6102,0.6099,1.0011
20000127,1.5267,1.435,104.91,1.9716,8.1475,8.615,1.6317,0.6111,0.989
20000128,1.5962,1.4495,107.15,2.0534,8.27,8.82,1.6485,0.6169,0.9765
20000131,1.5669,1.4517,107.33,2.019,8.301,8.815,1.6495,0.618,0.9757
20000201,1.5835,1.4468,107.67,2.0392,8.277,8.768,1.654,0.6192,0.9731
20000202,1.5723,1.4435,108.4,2.0416,8.225,8.708,1.6502,0.6227,0.9768
20000203,1.5657,1.4417,107.92,2.0133,8.158,8.577,1.6255,0.624,0.9887
20000204,1.5835,1.4467,107.54,2.0284,8.27,8.663,1.647,0.6283,0.976
20000207,1.5775,1.4457,108.75,2.0259,8.259,8.66,1.6426,0.6283,0.9783
20000208,1.5741,1.4473,109.59,2.0243,8.1835,8.595,1.6301,0.6209,0.9862
20000209,1.576,1.4443,109.11,2.0325,8.145,8.544,1.6232,0.6205,0.9914
20000210,1.5823,1.45,108.74,2.0263,8.175,8.585,1.628,0.6228,0.9865
20000211,1.5918,1.4515,108.99,2.0346,8.212,8.608,1.6305,0.628,0.9847
20000214,1.5926,1.4547,108.65,2.0542,8.248,8.679,1.6435,0.6293,0.9783
20000215,1.5873,1.4585,108.75,2.0534,8.2515,8.68,1.633,0.627,0.9834
20000216,1.587,1.452,109.38,2.0412,8.239,8.6695,1.6302,0.6234,0.9842
20000217,1.5823,1.4522,110.27,2.0255,8.285,8.68,1.6274,0.6231,0.9863
20000218,1.5893,1.4512,110.88,2.0371,8.257,8.6725,1.6282,0.6256,0.985
20000221,,,,,,,,,
20000222,1.5982,1.4595,111.04,2.0338,8.145,8.5395,1.5983,0.6186,1.006
20000223,1.6139,1.4651,111.11,2.0597,8.1775,8.577,1.6082,0.6232,1.0017
20000224,1.6276,1.4587,110.95,2.0547,8.2055,8.619,1.62,0.6257,0.9931
20000225,1.6194,1.4505,110.98,2.0483,8.312,8.695,1.6475,0.6286,0.9763
20000228,1.6351,1.4538,109.17,2.0636,8.3425,8.6895,1.6615,0.6275,0.9669
20000229,1.6247,1.4505,109.88,2.0555,8.381,8.75,1.6665,0.6337,0.9643
20000301,1.6483,1.447,107.1,2.0606,8.3115,8.6865,1.6568,0.631,0.97
20000302,1.6455,1.4543,107.37,2.05,8.4024,8.805,1.6714,0.6343,0.9619
20000303,1.6442,1.451,107.8,2.05,8.397,8.815,1.6712,0.6325,0.9618
20000306,1.6622,1.4555,107.74,2.079,8.4125,8.7865,1.675,0.6356,0.9603
20000307,1.657,1.4527,106.2,2.0678,8.436,8.804,1.681,0.634,0.956
20000308,1.641,1.4592,106.89,2.0513,8.454,8.851,1.677,0.6307,0.9576
20000309,1.6247,1.457,106.45,2.0338,8.393,8.7235,1.6595,0.6323,0.9684
20000310,1.6297,1.4575,106.27,2.0202,8.395,8.72,1.6661,0.6332,0.9659
20000313,1.6221,1.4614,105.32,2.0272,8.419,8.718,1.6702,0.6336,0.9648
20000314,1.6287,1.4632,104.85,2.0392,8.443,8.697,1.6715,0.6359,0.9644
20000315,1.6327,1.468,105.58,2.0471,8.417,8.6915,1.6618,0.6357,0.9696
20000316,1.6375,1.4724,105.63,2.05,8.406,8.694,1.6593,0.635,0.971
20000317,1.6483,1.4728,106.1,2.064,8.4085,8.666,1.662,0.6367,0.9694
20000320,1.6488,1.4703,106.5,2.0683,8.421,8.6425,1.6605,0.6375,0.971
20000321,1.6393,1.4662,106.91,2.0396,8.429,8.65,1.6615,0.6359,0.9703
20000322,1.6513,1.472,106.77,2.0509,8.466,8.711,1.675,0.6367,0.9608
20000323,1.6554,1.4727,107.45,2.0513,8.388,8.645,1.6522,0.6317,0.9691
20000324,1.6491,1.465,107.25,2.0479,8.345,8.5775,1.6333,0.6285,0.9724
20000327,1.6356,1.4605,107.13,2.0276,8.406,8.6465,1.6468,0.6307,0.9645
20000328,1.6284,1.4541,105.9,1.99,8.39,8.5675,1.6551,0.63,0.9614
20000329,1.6329,1.4555,105.6,1.994,8.45,8.6675,1.6725,0.6301,0.9524
20000330,1.6327,1.4557,105.53,2.004,8.405,8.633,1.6605,0.6281,0.9594
20000331,1.6496,1.4538,102.73,2.0161,8.435,8.635,1.663,0.6281,0.9574
20000403,1.6466,1.4548,104.82,2.0008,8.464,8.678,1.6587,0.6258,0.956
20000404,1.6578,1.4531,105.33,1.9972,8.49,8.691,1.65,0.6264,0.9588
20000405,1.6521,1.4548,105,1.9869,8.4425,8.6225,1.633,0.6289,0.9647
20000406,1.6622,1.4515,104.78,1.996,8.476,8.661,1.639,0.6329,0.958
20000407,1.6658,1.4574,105.33,1.9988,8.482,8.642,1.6383,0.6317,0.959
20000410,1.6692,1.4615,106.37,2.006,8.502,8.61,1.6435,0.6318,0.9588
20000411,1.6787,1.4635,106.95,2.0064,8.526,8.634,1.6415,0.63,0.9591
20000412,1.675,1.4623,105.86,2.0101,8.533,8.702,1.649,0.6296,0.9551
20000413,1.677,1.4661,105.76,2.0088,8.546,8.723,1.652,0.6297,0.9524
20000414,1.6745,1.4767,105.12,2.0096,8.5435,8.7,1.6408,0.6305,0.9564
20000417,1.6912,1.4855,104.19,2.0222,8.587,8.72,1.644,0.6308,0.955
20000418,1.6818,1.4837,104.59,2.019,8.631,8.744,1.6603,0.6344,0.9477
20000419,1.6787,1.4761,104.94,2.006,8.714,8.798,1.6755,0.6338,0.9369
20000420,1.6861,1.4725,105.45,2.0202,8.6925,8.8,1.6772,0.6329,0.9376
20000421,1.6878,1.475,105.88,2.0263,8.677,8.786,1.676,0.6335,0.9379
20000424,1.6821,1.4763,105.66,2.0218,8.673,8.78,1.6712,0.6329,0.9396
20000425,1.679,1.4699,105.71,2.0182,8.806,8.848,1.6985,0.6334,0.9265
20000426,1.6978,1.4758,106.46,2.0555,8.8275,8.885,1.7085,0.6331,0.9217
20000427,1.7021,1.4792,106.36,2.0585,8.9718,8.9808,1.731,0.635,0.9083
20000428,1.7132,1.4818,107.98,2.0597,8.959,8.967,1.725,0.6427,0.9089
20000501,1.7241,1.4783,108.89,2.0683,8.905,8.9183,1.7135,0.6428,0.912
20000502,1.7074,1.4857,108.63,2.058,8.9535,8.941,1.7185,0.6414,0.9068
20000503,1.6949,1.4923,109.14,2.045,9.071,9.077,1.7369,0.6408,0.8891
20000504,1.6909,1.498,108.17,2.0375,9.102,9.104,1.7353,0.6479,0.8907
20000505,1.6849,1.498,108.53,2.0437,9.106,9.103,1.7323,0.6541,0.8953
20000508,1.7036,1.4927,109.03,2.0631,9.093,9.095,1.7305,0.6532,0.895
20000509,1.7159,1.4945,109.61,2.0877,9.051,9.0592,1.7219,0.653,0.9023
20000510,1.7197,1.4955,109.33,2.0942,9.045,9.0575,1.715,0.6599,0.9097
20000511,1.7271,1.49,108.47,2.0934,9.139,9.16,1.7252,0.6668,0.9021
20000512,1.7212,1.4872,108.74,2.0855,9.0115,9.092,1.709,0.6591,0.908
20000515,1.7425,1.4897,109.48,2.1093,8.963,9.063,1.7033,0.6633,0.9138
20000516,1.7322,1.4862,109.75,2.1142,9.0505,9.103,1.7152,0.6663,0.9053
20000517,1.759,1.4992,109.53,2.1692,9.152,9.201,1.7398,0.6709,0.8921
20000518,1.7535,1.5007,108.7,2.209,9.126,9.1323,1.7377,0.6749,0.8952
20000519,1.7458,1.4963,106.89,2.1906,9.1375,9.1575,1.7347,0.6732,0.8946
20000522,1.7422,1.4983,107.02,2.1772,9.117,9.222,1.7185,0.6708,0.9036
20000523,1.74,1.5036,106.72,2.1801,9.153,9.21,1.7295,0.679,0.9032
20000524,1.7504,1.5085,107.58,2.2026,9.0985,9.175,1.7208,0.6777,0.9096
20000525,1.7544,1.5057,107.48,2.1901,9.106,9.165,1.721,0.68,0.9072
20000526,1.7495,1.5045,107.18,2.181,8.919,9.01,1.6828,0.6723,0.931
20000529,,,,,,,,,
20000530,1.7337,1.5036,106.44,2.1734,8.947,9.002,1.6885,0.6689,0.9314
20000531,1.7519,1.4977,107.74,2.1872,8.926,8.987,1.6883,0.6681,0.9328
20000601,1.7479,1.491,108.74,2.1925,8.94,8.968,1.6878,0.6705,0.9307
20000602,1.7271,1.4785,108.15,2.1441,8.8095,8.8245,1.668,0.6632,0.9432
20000605,1.7206,1.4779,107.44,2.139,8.749,8.805,1.663,0.6607,0.9471
20000606,1.6987,1.478,105.64,2.1106,8.662,8.711,1.643,0.6564,0.957
20000607,1.6949,1.4785,105.5,2.1186,8.6314,8.656,1.6365,0.6568,0.96
20000608,1.7013,1.48,105.86,2.1345,8.694,8.758,1.641,0.664,0.9548
20000609,1.7053,1.4765,106.78,2.1368,8.732,8.745,1.6443,0.6632,0.9526
20000612,1.6915,1.4765,106.65,2.1245,8.691,8.691,1.6356,0.6614,0.9544
20000613,1.6742,1.4697,106.79,2.1186,8.6265,8.612,1.6255,0.6609,0.9619
20000614,1.6647,1.4695,106.89,2.1022,8.573,8.533,1.6318,0.6656,0.959
20000615,1.6625,1.4758,106.52,2.1322,8.636,8.625,1.6386,0.6621,0.953
20000616,1.6439,1.4708,106.22,2.0899,8.5755,8.6015,1.6178,0.6594,0.9648
20000619,1.66,1.4657,105.74,2.1142,8.58,8.62,1.623,0.6599,0.9622
20000620,1.6565,1.4708,105.42,2.1048,8.6225,8.6425,1.628,0.6623,0.9557
20000621,1.6595,1.4729,105.5,2.1044,8.7,8.719,1.639,0.668,0.9455
20000622,1.6686,1.4725,104.4,2.1151,8.738,8.805,1.6455,0.6618,0.9398
20000623,1.6767,1.4793,104.59,2.1209,8.739,8.85,1.6565,0.6662,0.9358
20000626,1.6764,1.483,105.66,2.1299,8.758,8.891,1.651,0.6671,0.9382
20000627,1.6633,1.4825,105.53,2.1186,8.6947,8.8725,1.6379,0.6667,0.9444
20000628,1.6603,1.4838,105.51,2.1505,8.652,8.864,1.642,0.6619,0.9444
20000629,1.6586,1.482,105.09,2.1313,8.59,8.822,1.6375,0.6582,0.9515
20000630,1.6748,1.4798,106.14,2.1322,8.581,8.821,1.6317,0.6609,0.9545
20000703,1.6678,1.4793,105.64,2.139,8.588,8.7925,1.6323,0.6607,0.9526
20000704,,,,,,,,,
20000705,1.6929,1.4909,106.91,2.1701,8.588,8.83,1.622,0.6614,0.9548
20000706,1.6923,1.485,107.37,2.1716,8.6,8.866,1.625,0.6614,0.9527
20000707,1.6946,1.481,107.81,2.1716,8.5925,8.915,1.6278,0.6604,0.9484
20000710,1.6915,1.4798,107.1,2.1687,8.5825,8.8855,1.6275,0.6606,0.9521
20000711,1.6975,1.4785,106.93,2.1753,8.6092,8.8906,1.6335,0.6605,0.9497
20000712,1.6978,1.4815,108.36,2.1763,8.673,8.8925,1.651,0.6637,0.9401
20000713,1.7079,1.4809,108.27,2.1753,8.729,8.941,1.6608,0.6671,0.9339
20000714,1.7103,1.4845,107.88,2.1683,8.698,8.898,1.6532,0.6671,0.9374
20000717,1.7079,1.4813,108.53,2.1839,8.75,8.968,1.6575,0.6702,0.9351
20000718,1.7112,1.4783,108.3,2.1853,8.79,9,1.6608,0.6691,0.9322
20000719,1.7391,1.4758,108.2,2.2026,8.854,9.081,1.6781,0.6693,0.9237
20000720,1.7194,1.4748,107.89,2.1697,8.81,9.02,1.668,0.6625,0.9292
20000721,1.705,1.4715,109.08,2.1598,8.7705,8.9965,1.6638,0.6593,0.9343
20000724,1.7065,1.4639,108.92,2.1753,8.784,8.9825,1.67,0.6605,0.9314
20000725,1.7097,1.4653,109.3,2.1753,8.7195,8.944,1.6528,0.6583,0.9391
20000726,1.6938,1.4665,109.28,2.1706,8.705,8.946,1.6493,0.6599,0.9413
20000727,1.6975,1.4713,109.15,2.1815,8.807,9.0985,1.6605,0.6616,0.9331
20000728,1.703,1.4776,109.63,2.1867,8.855,9.16,1.6753,0.6656,0.9246
20000731,1.728,1.488,109.68,2.2026,8.864,9.172,1.6689,0.6674,0.9266
20000801,1.7227,1.4892,109.47,2.1997,8.885,9.217,1.6758,0.667,0.9228
20000802,1.7153,1.4813,108.77,2.2017,8.957,9.259,1.6887,0.67,0.9137
20000803,1.7112,1.4844,108.36,2.1988,9.012,9.335,1.7087,0.669,0.9042
20000804,1.7147,1.4889,108.54,2.2002,8.904,9.246,1.7053,0.6657,0.9075
20000807,1.7059,1.4875,108.99,2.2017,8.894,9.1825,1.7005,0.6636,0.9105
20000808,1.7042,1.4889,108.64,2.2036,8.985,9.2445,1.7147,0.6657,0.9019
20000809,1.7283,1.4848,107.99,2.2168,8.993,9.25,1.7187,0.667,0.8991
20000810,1.7188,1.4826,108.7,2.2134,8.944,9.201,1.7065,0.6676,0.9077
20000811,1.7256,1.4839,108.68,2.2292,8.951,9.218,1.7181,0.6649,0.9046
20000814,1.7212,1.4847,109.52,2.2188,8.93,9.205,1.7214,0.664,0.9037
20000815,1.715,1.487,109,2.2306,8.886,9.153,1.7095,0.6642,0.9135
20000816,1.6958,1.4774,108.55,2.2173,8.855,9.204,1.7093,0.6672,0.9143
20000817,1.6849,1.4759,108.48,2.2075,8.834,9.205,1.7085,0.667,0.9152
20000818,1.6935,1.4747,108.43,2.2232,8.894,9.263,1.7235,0.6714,0.9068
20000821,1.6978,1.4765,108.53,2.2222,8.921,9.292,1.7275,0.6711,0.9027
20000822,1.7235,1.4756,108.34,2.2548,8.985,9.335,1.7405,0.6758,0.8965
20000823,1.7519,1.4877,107.02,2.3348,9.005,9.332,1.7282,0.6751,0.8967
20000824,1.7467,1.4871,106.89,2.3052,8.99,9.279,1.7117,0.6754,0.9028
20000825,1.7431,1.4828,107.17,2.2952,8.9795,9.311,1.7095,0.6782,0.9024
20000828,1.7498,1.4845,106.45,2.3041,8.958,9.345,1.713,0.6795,0.9002
20000829,1.7504,1.4868,106.2,2.3283,9.017,9.411,1.7238,0.6842,0.8966
20000830,1.7483,1.4805,106.47,2.3436,9.0465,9.44,1.736,0.6868,0.8924
20000831,1.7349,1.472,106.66,2.343,9.0845,9.445,1.7425,0.6889,0.8878
20000901,1.7346,1.4742,105.78,2.3348,9.0108,9.338,1.723,0.6847,0.8993
20000904,,,,,,,,,
20000905,1.7547,1.4752,105.88,2.3463,9.085,9.4725,1.7488,0.6886,0.8876
20000906,1.7683,1.4843,106.08,2.3529,9.224,9.6575,1.778,0.6918,0.8702
20000907,1.7924,1.4777,105.1,2.3969,9.185,9.56,1.772,0.6954,0.874
20000908,1.7995,1.4781,106.03,2.3889,9.254,9.6515,1.7869,0.7044,0.8664
20000911,1.7889,1.48,105.97,2.331,9.309,9.731,1.7715,0.7081,0.8624
20000912,1.7902,1.4825,106.93,2.3463,9.331,9.766,1.771,0.7133,0.8596
20000913,1.8018,1.4838,107.11,2.3697,9.3003,9.722,1.7635,0.708,0.864
20000914,1.8215,1.4869,107.25,2.3635,9.325,9.755,1.7736,0.7112,0.8617
20000915,1.8349,1.4844,107.33,2.3923,9.339,9.796,1.7805,0.714,0.8572
20000918,1.846,1.4905,106.87,2.4319,9.386,9.829,1.787,0.7135,0.8523
20000919,1.845,1.488,107.02,2.4213,9.388,9.8475,1.7765,0.7102,0.8514
20000920,1.8615,1.4833,106.77,2.471,9.43,9.875,1.7845,0.7089,0.8462
20000921,1.8423,1.4873,106.5,2.4631,9.36,9.815,1.7715,0.7003,0.8558
20000922,1.8332,1.4892,107.94,2.4301,9.14,9.625,1.7295,0.6864,0.8793
20000925,1.8215,1.489,107.63,2.4325,9.181,9.666,1.739,0.6878,0.8738
20000926,1.8162,1.488,107.63,2.4143,9.13,9.623,1.7279,0.6849,0.8815
20000927,1.8149,1.4962,107.44,2.4114,9.14,9.659,1.7325,0.6846,0.8805
20000928,1.8215,1.503,107.59,2.4155,9.0705,9.6885,1.7288,0.6833,0.8826
20000929,1.8467,1.507,107.9,2.454,9.0725,9.628,1.7265,0.6763,0.8837
20001002,1.8349,1.5108,108.81,2.4783,9.1269,9.6933,1.7322,0.6814,0.8806
20001003,1.8519,1.506,108.66,2.471,9.179,9.78,1.7365,0.6866,0.8741
20001004,1.8639,1.499,109.29,2.4814,9.205,9.8,1.7395,0.6869,0.8726
20001005,1.8692,1.4954,109.3,2.4938,9.2505,9.8292,1.7491,0.6896,0.8685
20001006,1.873,1.5013,108.81,2.4876,9.2505,9.84,1.7515,0.6923,0.868
20001009,,,,,,,,,
20001010,1.873,1.5014,107.9,2.4802,9.268,9.919,1.7515,0.6904,0.8682
20001011,1.8657,1.5043,107.63,2.4624,9.271,9.865,1.7328,0.684,0.8715
20001012,1.8797,1.5085,107.58,2.5138,9.2925,9.905,1.7415,0.6787,0.8644
20001013,1.8879,1.5135,107.67,2.5113,9.383,9.935,1.7595,0.6851,0.8568
20001016,1.912,1.5195,108.3,2.5316,9.4325,10.013,1.779,0.6918,0.8489
20001017,1.9275,1.5184,108.15,2.54,9.45,10.007,1.7773,0.6932,0.8507
20001018,1.9279,1.52,107.78,2.551,9.5775,10.115,1.7875,0.6914,0.8391
20001019,1.9194,1.5112,108.55,2.5349,9.5035,10.065,1.7875,0.6934,0.8406
20001020,1.8939,1.5119,109.04,2.495,9.49,10.12,1.7885,0.6921,0.84
20001023,1.8961,1.508,108.45,2.4907,9.494,10.113,1.7985,0.6873,0.8364
20001024,1.9026,1.5118,108.08,2.4832,9.524,10.128,1.8005,0.6901,0.8364
20001025,1.9264,1.5164,108.05,2.5013,9.585,10.245,1.8165,0.6976,0.827
20001026,1.9286,1.5187,108.36,2.5,9.589,10.3,1.825,0.6987,0.8271
20001027,1.9109,1.5275,108.75,2.4845,9.443,10.1238,1.8065,0.6888,0.8406
20001030,1.9102,1.5311,108.99,2.4783,9.3725,10.06,1.8068,0.6882,0.8432
20001031,1.9301,1.5273,109.15,2.524,9.279,9.997,1.7978,0.6894,0.8486
20001101,1.9131,1.5263,108.48,2.5284,9.202,9.892,1.7765,0.6919,0.8584
20001102,1.9201,1.5333,108.39,2.5368,9.254,9.912,1.7799,0.6925,0.8594
20001103,1.9051,1.5348,107.58,2.5253,9.231,9.915,1.7667,0.6904,0.8614
20001106,1.8939,1.5305,107.34,2.5044,9.302,9.998,1.7725,0.6983,0.8584
20001107,1.8939,1.5315,107.3,2.5094,9.276,10.001,1.7728,0.6988,0.8583
20001108,1.8997,1.5432,107.57,2.5157,9.295,10,1.7775,0.7024,0.8559
20001109,1.904,1.5455,107.41,2.5031,9.2935,10.022,1.7739,0.7021,0.8574
20001110,1.9157,1.546,107.83,2.5189,9.2825,9.9685,1.7657,0.6991,0.8625
20001113,1.9212,1.5472,107.7,2.5265,9.2945,10.048,1.7637,0.695,0.8607
20001114,1.9268,1.5445,108.15,2.5265,9.3784,10.1048,1.7723,0.699,0.8573
20001115,1.922,1.551,108.75,2.5094,9.363,10.094,1.7815,0.7014,0.857
20001116,1.9294,1.5523,109.08,2.5189,9.371,10.14,1.7883,0.7028,0.8532
20001117,1.9268,1.56,108.86,2.4969,9.391,10.17,1.7915,0.7027,0.8516
20001120,1.9478,1.5592,109.79,2.5176,9.418,10.2136,1.8,0.7031,0.8486
20001121,1.9562,1.5553,110.29,2.5432,9.497,10.301,1.7995,0.7062,0.8458
20001122,1.9253,1.5473,110.16,2.5044,9.513,10.302,1.805,0.7104,0.8423
20001123,,,,,,,,,
20001124,1.9175,1.5396,111.38,2.5044,9.56,10.36,1.8085,0.7144,0.8382
20001127,1.9008,1.5348,110.7,2.4631,9.4325,10.2425,1.7803,0.7065,0.85
20001128,1.9146,1.5371,110.23,2.4649,9.393,10.1694,1.7633,0.7051,0.8547
20001129,1.9128,1.5405,111.28,2.474,9.37,10.133,1.7595,0.7038,0.8577
20001130,1.9004,1.5355,110.93,2.4438,9.284,10.04,1.7365,0.7037,0.8694
20001201,1.8615,1.5389,111.15,2.4096,9.2475,9.9,1.7285,0.6957,0.8765
20001204,1.8413,1.5458,111.07,2.3719,9.1575,9.725,1.706,0.6886,0.8875
20001205,1.8501,1.5438,111,2.3759,9.184,9.742,1.7153,0.694,0.8804
20001206,1.8355,1.5323,110.42,2.3529,9.0711,9.63,1.7078,0.6961,0.8877
20001207,1.8282,1.5223,110.7,2.3408,9.125,9.713,1.7015,0.6944,0.8891
20001208,1.8365,1.5205,111.29,2.3397,9.155,9.735,1.7063,0.6924,0.8838
20001211,1.8519,1.5227,110.77,2.3657,9.211,9.7205,1.715,0.6871,0.8771
20001212,1.845,1.5249,111.5,2.373,9.211,9.7195,1.7144,0.6906,0.8775
20001213,1.8587,1.5205,112.4,2.3781,9.247,9.792,1.7175,0.6892,0.8755
20001214,1.8529,1.5165,112.42,2.3747,9.175,9.68,1.699,0.6819,0.8858
20001215,1.8322,1.5174,112.55,2.337,9.028,9.6,1.6795,0.6774,0.8981
20001218,1.8464,1.5254,112.06,2.3202,9.0575,9.68,1.6845,0.6813,0.8929
20001219,1.8399,1.522,112.55,2.3299,9.106,9.781,1.694,0.684,0.8902
20001220,1.8212,1.5215,112.58,2.2957,8.996,9.59,1.6765,0.6786,0.9058
20001221,1.8073,1.5185,112.18,2.281,8.983,9.587,1.6722,0.6799,0.9112
20001222,1.8018,1.5168,112.75,2.2701,8.86,9.539,1.6485,0.6765,0.923
20001225,,,,,,,,,
20001226,1.7895,1.5099,113.62,2.2624,8.8082,9.502,1.6342,0.6757,0.9292
20001227,1.7889,1.511,114.2,2.2548,8.8825,9.5725,1.6435,0.6706,0.9304
20001228,1.8109,1.5073,114.62,2.2738,8.926,9.555,1.645,0.6708,0.9257
20001229,1.7986,1.4995,114.35,2.2609,8.801,9.444,1.6202,0.6687,0.9388
20010101,,,,,,,,,
20010102,1.7883,1.4963,114.73,2.2563,8.76,9.415,1.6075,0.6677,0.9465
20010103,1.7746,1.4982,114.26,2.2406,8.76,9.445,1.6025,0.6647,0.9473
20010104,1.7683,1.4985,115.47,2.2437,8.7628,9.422,1.6115,0.6698,0.9448
20010105,1.7507,1.5003,116.19,2.2134,8.701,9.338,1.6025,0.6671,0.9535
20010108,1.7668,1.4944,115.97,2.2198,8.7435,9.418,1.6076,0.668,0.9486
20010109,1.7768,1.4973,116.64,2.2346,8.775,9.498,1.621,0.6711,0.9397
20010110,1.7947,1.4993,116.26,2.2487,8.725,9.4325,1.6255,0.6707,0.9387
20010111,1.7873,1.4978,117.56,2.2247,8.594,9.325,1.6123,0.6682,0.952
20010112,1.7995,1.4967,117.76,2.2462,8.6645,9.344,1.6232,0.6767,0.9486
20010115,,,,,,,,,
20010116,1.8021,1.5037,117.28,2.2472,8.7675,9.505,1.639,0.6814,0.9374
20010117,1.8136,1.5123,118.35,2.2523,8.7925,9.565,1.652,0.6792,0.9306
20010118,1.7979,1.5162,117.78,2.2361,8.701,9.43,1.6195,0.6777,0.9446
20010119,1.7953,1.5155,117.23,2.2311,8.77,9.463,1.6334,0.6811,0.9363
20010122,1.8038,1.5072,116.62,2.2386,8.7812,9.518,1.637,0.6826,0.9374
20010123,1.809,1.5073,116.95,2.2442,8.813,9.532,1.633,0.6796,0.9389
20010124,1.8352,1.5126,118.18,2.2769,8.889,9.622,1.6547,0.6842,0.9258
20010125,1.8345,1.508,116.91,2.3015,8.915,9.69,1.6558,0.6847,0.9219
20010126,1.8409,1.5066,117.16,2.2967,8.911,9.631,1.6582,0.6854,0.9213
20010129,1.8409,1.501,116.67,2.3041,8.9148,9.6442,1.656,0.6863,0.9181
20010130,1.8268,1.4985,115.75,2.2676,8.84,9.551,1.6455,0.6842,0.9264
20010131,1.8248,1.4995,116.39,2.2599,8.8353,9.5227,1.6425,0.6843,0.9308
20010201,1.8051,1.4948,115.33,2.2336,8.755,9.489,1.633,0.6768,0.9384
20010202,1.8113,1.4933,115.65,2.2472,8.7525,9.5125,1.6425,0.6806,0.9357
20010205,1.8155,1.505,114.99,2.2614,8.7275,9.51,1.6355,0.678,0.9395
20010206,1.8215,1.508,114.88,2.2568,8.78,9.567,1.6538,0.6856,0.9304
20010207,1.8308,1.511,116.21,2.2543,8.775,9.5375,1.6475,0.6834,0.9331
20010208,1.8653,1.5117,116.3,2.3036,8.89,9.672,1.6707,0.6925,0.9184
20010209,1.8632,1.509,117.57,2.2805,8.85,9.6325,1.656,0.6901,0.9267
20010212,1.8584,1.5205,117.62,2.2915,8.8425,9.662,1.6557,0.689,0.9287
20010213,1.8737,1.5214,117.3,2.3041,8.92,9.7975,1.6683,0.6892,0.9204
20010214,1.8932,1.5287,116.65,2.3326,8.9405,9.833,1.669,0.686,0.9197
20010215,1.9084,1.5275,115.67,2.3529,9.038,9.882,1.692,0.6901,0.9057
20010216,1.885,1.5368,115.46,2.324,8.9365,9.802,1.6763,0.6894,0.9162
20010219,,,,,,,,,
20010220,1.9142,1.5399,115.57,2.3375,9.055,9.8765,1.687,0.6927,0.9096
20010221,1.9106,1.537,116.45,2.3283,9.0825,9.94,1.6897,0.6952,0.9077
20010222,1.9062,1.5378,116.53,2.3245,9.097,9.973,1.6903,0.6922,0.9069
20010223,1.9164,1.5378,116.15,2.3229,9.037,9.953,1.6885,0.6911,0.9095
20010226,1.9183,1.5314,116.63,2.3414,9.036,9.922,1.6895,0.6925,0.9093
20010227,1.9099,1.5261,116.2,2.3159,9.005,9.908,1.6837,0.6942,0.9128
20010228,1.9055,1.532,117.28,2.324,8.9225,9.815,1.6736,0.6929,0.9212
20010301,1.9004,1.5465,117.33,2.3095,8.865,9.7325,1.6557,0.6871,0.9291
20010302,1.8896,1.5489,119.06,2.2857,8.801,9.682,1.6465,0.6791,0.934
20010305,1.9164,1.5475,119.08,2.3111,8.869,9.745,1.6538,0.6809,0.9289
20010306,1.9342,1.5388,118.87,2.3213,8.812,9.673,1.6523,0.6824,0.9313
20010307,1.9646,1.5492,119.86,2.3641,8.861,9.752,1.6582,0.6844,0.9274
20010308,1.965,1.5497,119.51,2.3753,8.845,9.746,1.6593,0.6818,0.9281
20010309,1.9666,1.548,119.71,2.3838,8.803,9.7575,1.6545,0.6814,0.9315
20010312,1.9623,1.5505,120.63,2.3787,8.84,9.83,1.6555,0.6817,0.93
20010313,1.9877,1.5477,120.2,2.4056,8.98,10.0135,1.6838,0.689,0.9148
20010314,2.0076,1.5528,120.97,2.4027,8.963,10.0101,1.684,0.6898,0.9133
20010315,2.0227,1.5595,122.23,2.4278,9.0725,10.098,1.7002,0.6927,0.9046
