date,CAD,AUD,JPY,NZD,NOK,SEK,CHF,GBP,EUR
20021018,1.8188,1.5723,125.52,2.0786,7.6275,9.384,1.514,0.6468,0.9708
20021021,1.8083,1.5682,124.71,2.0674,7.593,9.335,1.511,0.6486,0.9732
20021022,1.8093,1.568,125.09,2.0631,7.585,9.3445,1.5015,0.6467,0.9782
20021023,1.8096,1.5685,124.17,2.0657,7.566,9.385,1.5004,0.6452,0.9772
20021024,1.8018,1.561,124.77,2.0589,7.575,9.37,1.5062,0.6461,0.9742
20021025,1.8034,1.5676,124.14,2.0542,7.541,9.3405,1.5014,0.6438,0.9767
20021028,1.7905,1.5607,123.64,2.0437,7.5035,9.242,1.4882,0.6409,0.9843
20021029,1.7982,1.5632,122.55,2.0606,7.51,9.2505,1.487,0.6416,0.9851
20021030,1.809,1.5677,122.91,2.0725,7.5025,9.218,1.4893,0.6423,0.9835
20021031,1.8025,1.561,122.78,2.0593,7.4555,9.1885,1.4805,0.6398,0.9881
20021101,1.7873,1.558,122.16,2.0325,7.385,9.13,1.4673,0.6395,0.9971
20021104,1.7825,1.5562,122.46,2.0137,7.399,9.165,1.47,0.6433,0.9953
20021105,1.7809,1.5563,121.84,2.0153,7.369,9.146,1.4635,0.64,0.9994
20021106,1.7809,1.5586,122.22,2.0198,7.387,9.137,1.4663,0.6414,0.9974
20021107,1.7668,1.5528,121.26,2.0028,7.271,9.0515,1.4506,0.6331,1.0092
20021108,1.7674,1.5644,119.72,2.008,7.2219,8.9708,1.4434,0.6283,1.0139
20021111,,,,,,,,,
20021112,1.7825,1.5739,119.57,2.0222,7.245,8.988,1.4465,0.6298,1.0105
20021113,1.7864,1.5765,120.28,2.0178,7.288,9.015,1.4577,0.6309,1.006
20021114,1.7775,1.5748,120.45,2.002,7.294,9.053,1.4615,0.6334,1.0034
20021115,1.7768,1.5815,120.37,2.0008,7.25,9.01,1.4542,0.6333,1.0082
20021118,1.7746,1.5903,121.15,2.0101,7.25,8.989,1.4555,0.6333,1.0083
20021119,1.7912,1.5853,121.65,2.0153,7.29,8.997,1.4527,0.6297,1.0107
20021120,1.7873,1.584,122.52,2.0105,7.31,9.05,1.4649,0.6349,1.0024
20021121,1.7787,1.5783,122.92,1.9881,7.3195,9.018,1.4714,0.6348,0.9984
20021122,1.7737,1.5804,122.84,1.99,7.326,9.0395,1.4768,0.6338,0.9966
20021125,1.7889,1.5735,122.32,2.0028,7.358,9.097,1.4839,0.6383,0.9937
20021126,1.7867,1.572,121.89,2.0202,7.3425,9.1365,1.4878,0.6458,0.9913
20021127,1.7976,1.575,122.21,2.0305,7.358,9.169,1.4895,0.6477,0.9895
20021128,,,,,,,,,
20021129,1.7854,1.5658,122.72,2.008,7.334,9.076,1.486,0.643,0.9932
20021202,1.7886,1.5595,124.61,2.0101,7.314,9.0745,1.4845,0.6429,0.9927
20021203,1.7892,1.5573,124.42,2.0056,7.302,9.064,1.4767,0.6375,0.9968
20021204,1.7844,1.5579,124.84,1.9972,7.27,9.075,1.4729,0.6377,0.9999
20021205,1.7813,1.5612,124.99,1.9928,7.29,9.07,1.4731,0.6366,0.9989
20021206,1.7848,1.566,123.69,1.994,7.222,9.009,1.4602,0.6357,1.0081
20021209,1.7762,1.5615,123.36,1.9857,7.2515,9.012,1.4595,0.6335,1.0088
20021210,1.7873,1.5612,123.66,1.9869,7.276,9.03,1.4628,0.637,1.0073
20021211,1.7835,1.5562,123.46,1.9912,7.2945,9.021,1.4621,0.6352,1.0083
20021212,1.7696,1.555,122.75,1.9627,7.2025,8.9445,1.449,0.6329,1.0189
20021213,1.7712,1.5603,120.71,1.947,7.169,8.943,1.4421,0.6291,1.0226
20021216,1.7668,1.5627,121.28,1.9474,7.14,8.902,1.4448,0.6287,1.021
20021217,1.7668,1.551,121.27,1.9327,7.1175,8.8695,1.4323,0.6264,1.0267
20021218,1.7699,1.5538,121.12,1.9444,7.125,8.868,1.4296,0.625,1.0254
20021219,1.7699,1.5478,120.86,1.9361,7.127,8.916,1.431,0.6255,1.0217
20021220,1.78,1.5525,120.52,1.9417,7.098,8.865,1.425,0.6244,1.0268
20021223,1.7816,1.5508,120.77,1.941,7.1025,8.93,1.425,0.6301,1.0217
20021224,1.7762,1.5482,120.27,1.9354,7.054,8.864,1.4097,0.6266,1.0305
20021225,,,,,,,,,
20021226,1.7771,1.5532,120.12,1.9327,7.012,8.811,1.4039,0.6259,1.0358
20021227,1.7832,1.5683,119.92,1.9298,7.003,8.813,1.3954,0.6241,1.0411
20021230,1.7743,1.5792,118.38,1.9029,6.961,8.76,1.3922,0.6233,1.046
20021231,1.7778,1.58,118.75,1.9088,6.9375,8.695,1.3833,0.6213,1.0485
20030101,,,,,,,,,
20030102,1.7765,1.575,119.86,1.915,7.002,8.792,1.4015,0.626,1.0361
20030103,1.7683,1.5665,119.85,1.9062,6.956,8.717,1.3975,0.6232,1.0418
20030106,1.7355,1.5598,119.06,1.8758,6.917,8.677,1.3928,0.6219,1.0469
20030107,1.7382,1.559,120.18,1.8825,6.932,8.695,1.3983,0.6229,1.0419
20030108,1.7394,1.5613,119.35,1.8864,6.9235,8.694,1.3963,0.6225,1.0447
20030109,1.7346,1.5541,119.57,1.8847,6.916,8.713,1.3943,0.6236,1.0467
20030110,1.7182,1.5502,119.44,1.866,6.876,8.678,1.386,0.6219,1.0535
20030113,1.7144,1.5423,119.03,1.858,6.952,8.6985,1.3868,0.6238,1.0535
20030114,1.7147,1.5396,117.96,1.858,6.9375,8.672,1.384,0.6223,1.0571
20030115,1.71,1.5353,117.91,1.8587,6.894,8.67,1.3829,0.6239,1.0576
20030116,1.7036,1.5366,118.02,1.8413,6.872,8.676,1.3828,0.6222,1.0569
20030117,1.6923,1.5355,117.88,1.8146,6.829,8.6245,1.3678,0.6183,1.066
20030120,,,,,,,,,
20030121,1.7044,1.5332,118.57,1.8392,6.951,8.656,1.3687,0.6202,1.0677
20030122,1.7059,1.5324,118.15,1.8392,6.894,8.623,1.3629,0.6187,1.0729
20030123,1.6926,1.524,117.83,1.8258,6.9345,8.6,1.358,0.616,1.0767
20030124,1.6886,1.522,117.8,1.8175,6.8725,8.525,1.3528,0.6127,1.0825
20030127,1.6961,1.5246,118.64,1.8208,6.8975,8.525,1.3554,0.6116,1.0838
20030128,1.6987,1.5359,118.67,1.8275,6.899,8.533,1.356,0.6098,1.0833
20030129,1.6926,1.5235,118.13,1.8208,6.8725,8.475,1.3512,0.6076,1.0861
20030130,1.703,1.531,119.22,1.8352,6.895,8.515,1.3629,0.6067,1.0776
20030131,1.7065,1.5286,119.96,1.8382,6.966,8.614,1.3683,0.608,1.0739
20030203,1.7114,1.5207,120.47,1.8386,6.96,8.565,1.3631,0.6096,1.0761
20030204,1.6932,1.5146,119.75,1.8232,6.913,8.493,1.3493,0.6068,1.0875
20030205,1.6943,1.5195,119.78,1.8225,6.965,8.535,1.354,0.6077,1.0842
20030206,1.692,1.5213,119.93,1.8235,6.921,8.475,1.3541,0.6115,1.0828
20030207,1.6941,1.5215,120.4,1.8258,6.931,8.49,1.3584,0.6141,1.0801
20030210,1.6966,1.5315,121.25,1.8222,6.9475,8.545,1.366,0.6144,1.074
20030211,1.6969,1.5303,121.19,1.8218,6.95,8.512,1.3653,0.6176,1.0747
20030212,1.6949,1.529,121.3,1.8208,6.973,8.5245,1.37,0.619,1.0716
20030213,1.6779,1.5199,120.49,1.806,6.96,8.41,1.3559,0.6169,1.0834
20030214,1.6889,1.5191,120.41,1.8126,6.971,8.443,1.3618,0.6209,1.0799
20030217,,,,,,,,,
20030218,1.6915,1.515,118.93,1.8159,7.022,8.524,1.3745,0.6281,1.0708
20030219,1.6827,1.514,118.65,1.81,7.007,8.477,1.3697,0.6267,1.0744
20030220,1.6708,1.5047,118.18,1.7931,6.9265,8.411,1.356,0.6279,1.0821
20030221,1.6745,1.5052,118.78,1.7915,7,8.46,1.3618,0.6304,1.0787
20030224,1.651,1.4944,117.78,1.7687,7.0415,8.465,1.3592,0.6305,1.0783
20030225,1.6521,1.4928,117.14,1.7677,7.0707,8.453,1.3538,0.6358,1.0782
20030226,1.6461,1.4939,117.19,1.7693,7.083,8.421,1.355,0.6327,1.0797
20030227,1.6518,1.4954,117.58,1.7794,7.198,8.482,1.3598,0.633,1.0763
20030228,1.6461,1.488,118.22,1.7921,7.168,8.505,1.3557,0.6354,1.0779
20030303,1.6297,1.4853,117.93,1.7825,7.1665,8.497,1.3468,0.6347,1.0835
20030304,1.6295,1.4775,117.96,1.7819,7.143,8.425,1.34,0.6321,1.0883
20030305,1.6231,1.4727,117.32,1.7705,7.059,8.378,1.3299,0.6249,1.0967
20030306,1.6281,1.4714,117.22,1.7683,7.1425,8.365,1.3314,0.6231,1.0997
20030307,1.6295,1.4665,116.47,1.7819,7.2155,8.373,1.3338,0.6242,1.1014
20030310,1.6242,1.4659,116.55,1.7813,7.185,8.367,1.3247,0.6247,1.1062
20030311,1.6556,1.4725,117.07,1.8073,7.177,8.449,1.3316,0.6235,1.1028
20030312,1.6781,1.4728,117.18,1.8169,7.125,8.431,1.3315,0.62,1.1023
20030313,1.6832,1.4855,118.31,1.8292,7.19,8.5,1.349,0.6228,1.087
20030314,1.6762,1.4822,118.59,1.8146,7.253,8.577,1.369,0.6321,1.0725
20030317,1.6886,1.4835,118.45,1.8228,7.3545,8.668,1.3845,0.6377,1.0606
20030318,1.6872,1.4788,118.9,1.8248,7.457,8.699,1.3843,0.64,1.0624
20030319,1.6912,1.4804,120.13,1.8165,7.4375,8.675,1.3903,0.6391,1.059
20030320,1.6849,1.4788,120.05,1.8067,7.4125,8.639,1.387,0.6382,1.0613
20030321,1.6935,1.4905,121.42,1.8242,7.464,8.703,1.4,0.6386,1.0545
20030324,1.6815,1.4805,120.69,1.8136,7.39,8.675,1.3847,0.635,1.0644
20030325,1.6756,1.477,120.03,1.8142,7.33,8.673,1.3805,0.6367,1.0673
20030326,1.6745,1.4711,120.13,1.8288,7.338,8.653,1.3827,0.6352,1.0677
20030327,1.6667,1.4673,119.78,1.8198,7.3525,8.6425,1.3807,0.6379,1.0708
20030328,1.6658,1.468,120.18,1.8192,7.328,8.561,1.3724,0.638,1.0762
20030331,1.6543,1.4695,118.07,1.8057,7.276,8.4735,1.3538,0.6333,1.09
20030401,1.6543,1.4729,118.25,1.8034,7.204,8.483,1.3537,0.6342,1.0904
20030402,1.6675,1.4762,119.17,1.8192,7.265,8.585,1.3794,0.6386,1.0765
20030403,1.6678,1.476,119.55,1.8238,7.245,8.565,1.3809,0.6362,1.0736
20030404,1.6639,1.472,120.05,1.8464,7.2544,8.5927,1.3875,0.6411,1.0711
20030407,1.675,1.4843,120.41,1.8605,7.305,8.6425,1.3995,0.6452,1.0621
20030408,1.6656,1.4677,119.91,1.8355,7.28,8.568,1.3905,0.6449,1.0684
20030409,1.6578,1.4678,120.55,1.8328,7.26,8.527,1.3858,0.6426,1.0722
20030410,1.6499,1.457,119.58,1.8302,7.308,8.475,1.3846,0.6362,1.0803
20030411,1.6537,1.4519,120.47,1.8349,7.318,8.49,1.3933,0.6364,1.0751
20030414,1.6581,1.4533,120.3,1.8292,7.31,8.473,1.3895,0.6364,1.0773
20030415,1.6513,1.4515,120.2,1.8136,7.263,8.484,1.3912,0.6367,1.0801
20030416,1.6353,1.4563,120.04,1.7937,7.223,8.424,1.3785,0.6353,1.0872
20030417,1.6268,1.449,119.3,1.7957,7.202,8.402,1.377,0.635,1.0907
20030418,1.6276,1.45,119.72,1.7969,7.2115,8.4125,1.381,0.6356,1.0882
20030421,1.6287,1.4547,120.55,1.8002,7.225,8.42,1.3901,0.6414,1.0857
20030422,1.6098,1.4473,119.68,1.7819,7.156,8.335,1.3708,0.6342,1.0966
20030423,1.62,1.4512,120.33,1.7937,7.161,8.319,1.3759,0.6323,1.0949
20030424,1.6116,1.4579,119.83,1.8008,7.083,8.25,1.359,0.6261,1.1039
20030425,1.6255,1.4535,120.25,1.8067,7.071,8.264,1.3612,0.6283,1.104
20030428,1.615,1.4504,120.34,1.7973,7.053,8.323,1.3695,0.6287,1.0999
20030429,1.6129,1.446,120.14,1.7963,7.0775,8.285,1.3688,0.6288,1.101
20030430,1.5969,1.4336,119.07,1.7857,6.995,8.17,1.3545,0.625,1.118
20030501,1.5828,1.4191,118.56,1.7806,6.9501,8.118,1.342,0.621,1.1238
20030502,1.5878,1.4221,119.1,1.7771,7.03,8.147,1.348,0.6242,1.12
20030505,1.5765,1.4134,118.64,1.7652,6.994,8.067,1.344,0.6227,1.1271
20030506,1.5667,1.4085,117.94,1.7528,6.911,8.0055,1.3331,0.6196,1.1354
20030507,1.5718,1.401,116.51,1.7683,6.9265,8.025,1.3264,0.6277,1.134
20030508,1.5567,1.395,116.65,1.7425,6.874,7.965,1.3172,0.6237,1.1453
20030509,1.5509,1.393,117.2,1.7349,6.848,7.972,1.3114,0.6232,1.1498
20030512,1.5427,1.3885,116.94,1.7235,6.808,7.944,1.3107,0.6213,1.1557
20030513,1.5485,1.3898,116.56,1.7391,6.8585,7.981,1.3168,0.6214,1.1499
20030514,1.5446,1.3786,116.16,1.7376,6.8465,7.982,1.3157,0.6187,1.1498
20030515,1.5564,1.3757,115.94,1.7464,6.8408,7.9958,1.3151,0.6149,1.1457
20030516,1.538,1.3672,116.01,1.7316,6.798,7.925,1.3102,0.6157,1.1542
20030519,1.5244,1.3604,116.58,1.7079,6.804,7.857,1.2945,0.6115,1.1686
20030520,1.5216,1.3446,116.77,1.7065,6.786,7.865,1.294,0.61,1.1685
20030521,1.5237,1.3498,117.23,1.7138,6.71,7.826,1.2903,0.6092,1.1707
20030522,1.5186,1.3679,117.25,1.7156,6.7185,7.8285,1.294,0.6118,1.17
20030523,1.5209,1.3783,116.89,1.7167,6.677,7.792,1.293,0.6106,1.1786
20030526,,,,,,,,,
20030527,1.5186,1.3754,117.12,1.7141,6.645,7.753,1.2851,0.6098,1.1853
20030528,1.5434,1.3867,118.73,1.7409,6.718,7.786,1.299,0.6116,1.1742
20030529,1.5439,1.3769,118.45,1.7367,6.6684,7.7479,1.2898,0.6066,1.1835
20030530,1.5354,1.3712,119.5,1.7364,6.6917,7.7654,1.3022,0.61,1.1766
20030602,1.5235,1.3696,118.52,1.7235,6.725,7.773,1.2973,0.6108,1.1744
20030603,1.5154,1.3768,119.27,1.7271,6.864,7.7945,1.3127,0.6143,1.1702
20030604,1.5022,1.3575,118.6,1.7232,6.9052,7.8008,1.3129,0.6123,1.1708
20030605,1.4984,1.3404,117.61,1.7212,6.875,7.6745,1.2973,0.6025,1.187
20030606,1.5172,1.354,118.83,1.7325,6.975,7.799,1.3233,0.6016,1.1695
20030609,1.5191,1.3585,118.11,1.7397,6.9691,7.7745,1.3131,0.6078,1.1743
20030610,1.5232,1.3649,117.68,1.7425,7.017,7.799,1.3192,0.6052,1.1686
20030611,1.5056,1.3523,117.69,1.7301,7.002,7.7275,1.306,0.5997,1.1764
20030612,1.5033,1.3492,117.66,1.7271,6.955,7.725,1.3104,0.5994,1.1767
20030613,1.499,1.3362,117.46,1.7232,6.933,7.6835,1.3047,0.5997,1.183
20030616,1.4979,1.3397,117.79,1.7182,6.9422,7.671,1.3009,0.5947,1.1843
20030617,1.4888,1.3393,118.2,1.7091,6.9438,7.678,1.3051,0.5938,1.1812
20030618,1.4861,1.3348,118.4,1.7123,6.985,7.746,1.3205,0.5953,1.171
20030619,1.4934,1.3508,118.74,1.7167,6.9886,7.7668,1.3246,0.5974,1.1678
20030620,1.4981,1.359,118.39,1.7109,7.0435,7.812,1.329,0.6008,1.1616
20030623,1.5053,1.3561,117.55,1.7082,7.0775,7.892,1.3268,0.5994,1.1548
20030624,1.5101,1.3614,117.96,1.7106,7.12,7.962,1.331,0.6022,1.1498
20030625,1.4874,1.3428,117.54,1.7004,7.145,7.91,1.3257,0.5957,1.1592
20030626,1.5035,1.3542,119.32,1.7167,7.252,8.026,1.3479,0.601,1.1429
20030627,1.5026,1.3494,119.72,1.7167,7.252,8.031,1.3508,0.6064,1.1423
20030630,1.4896,1.3558,119.87,1.7047,7.2245,7.9985,1.3519,0.605,1.1502
20030701,1.4793,1.3492,119.45,1.6815,7.141,7.966,1.3412,0.6015,1.158
20030702,1.4686,1.3368,118.63,1.6784,7.196,7.9795,1.3474,0.6007,1.1524
20030703,1.4656,1.3368,118.24,1.6784,7.1918,7.9752,1.3465,0.5982,1.1503
20030704,,,,,,,,,
20030707,1.4693,1.3486,118.08,1.6689,7.3116,8.1336,1.3681,0.6055,1.1341
20030708,1.5221,1.3702,118.58,1.7059,7.3226,8.126,1.3765,0.6125,1.1265
20030709,1.5279,1.3748,117.85,1.7077,7.3236,8.089,1.3665,0.6133,1.1311
20030710,1.5181,1.3822,117.69,1.6958,7.3094,8.0286,1.3609,0.6125,1.139
20030711,1.5135,1.3762,117.8,1.6844,7.341,8.096,1.3724,0.6126,1.1304
20030714,1.5152,1.3739,117.54,1.6941,7.3775,8.085,1.3722,0.6158,1.1298
20030715,1.5342,1.3927,117.24,1.715,7.4293,8.15,1.3818,0.6255,1.1233
20030716,1.5232,1.3874,118.24,1.7079,7.436,8.182,1.376,0.6269,1.1209
20030717,1.5344,1.3973,118.87,1.7182,7.49,8.2675,1.3772,0.6292,1.1164
20030718,1.5494,1.4114,118.4,1.7458,7.4024,8.2328,1.3673,0.6302,1.1239
20030721,1.5342,1.4052,118.35,1.7409,7.36,8.175,1.3551,0.6246,1.1346
20030722,1.5373,1.4106,119.34,1.7391,7.37,8.195,1.3623,0.6259,1.1325
20030723,1.5158,1.399,118.77,1.7209,7.222,8.024,1.346,0.6215,1.1484
20030724,1.5042,1.3964,119.25,1.7044,7.2245,8.0516,1.3517,0.6207,1.1441
20030725,1.5056,1.3813,118.82,1.7001,7.1324,7.993,1.343,0.6174,1.1513
20030728,1.5063,1.3827,119.42,1.703,7.1535,7.9865,1.3456,0.6146,1.1497
20030729,1.5031,1.3857,119.78,1.6918,7.1903,8.0108,1.3497,0.6163,1.1466
20030730,1.5326,1.4002,120.55,1.7141,7.2195,8.077,1.3642,0.6185,1.1367
20030731,1.5446,1.4074,120.42,1.7274,7.288,8.22,1.3736,0.6215,1.1231
20030801,1.5295,1.396,120,1.7074,7.2575,8.2235,1.3668,0.6232,1.1252
20030804,1.5451,1.4065,120.47,1.7194,7.224,8.146,1.3505,0.6219,1.1337
20030805,1.5466,1.4045,119.95,1.7221,7.2375,8.135,1.352,0.6217,1.1349
20030806,1.5468,1.406,120.33,1.7224,7.1985,8.1075,1.3491,0.6219,1.1357
20030807,1.5361,1.3933,118.91,1.7197,7.153,8.085,1.3475,0.6184,1.139
20030808,1.5302,1.3935,119.02,1.7161,7.219,8.133,1.3573,0.6219,1.1321
20030811,1.5184,1.384,118.36,1.701,7.252,8.16,1.359,0.6224,1.1349
20030812,1.5225,1.3852,118.53,1.7024,7.2935,8.166,1.366,0.6239,1.1304
20030813,1.5216,1.3836,119.07,1.7007,7.3475,8.1565,1.366,0.6218,1.1317
20030814,1.5239,1.3937,119.14,1.7056,7.378,8.188,1.3717,0.625,1.1249
20030815,1.5191,1.3873,119.24,1.6955,7.383,8.206,1.3724,0.6266,1.1255
20030818,1.5239,1.3913,119.43,1.7059,7.4266,8.3134,1.3928,0.6293,1.1138
20030819,1.5237,1.401,119.26,1.7091,7.4855,8.3505,1.3922,0.63,1.1117
20030820,1.5168,1.4028,118.23,1.6978,7.4742,8.3229,1.3904,0.6281,1.1104
20030821,1.5302,1.4067,117.58,1.71,7.5644,8.3893,1.4058,0.6311,1.0976
20030822,1.537,1.41,117.58,1.71,7.649,8.5095,1.4181,0.6347,1.0871
20030825,1.5354,1.3985,117.43,1.7153,7.639,8.495,1.4141,0.6358,1.0892
20030826,1.5492,1.3933,117.49,1.7322,7.656,8.52,1.409,0.6356,1.0893
20030827,1.561,1.4022,117.74,1.7498,7.646,8.483,1.4099,0.6351,1.0906
20030828,1.5649,1.3973,117.44,1.7559,7.6102,8.4693,1.4125,0.6341,1.0896
20030829,1.5408,1.385,116.71,1.7286,7.5065,8.3644,1.4005,0.634,1.0986
20030901,,,,,,,,,
20030902,1.562,1.3876,116.15,1.763,7.588,8.4345,1.4125,0.6353,1.0872
20030903,1.5613,1.3816,116.04,1.7562,7.597,8.4065,1.4133,0.6356,1.0845
20030904,1.5637,1.3735,116.77,1.7572,7.5423,8.3667,1.4125,0.6335,1.0899
20030905,1.5461,1.3714,117.06,1.7413,7.4354,8.2312,1.389,0.6293,1.1073
20030908,1.538,1.371,116.48,1.7295,7.4185,8.204,1.3842,0.6306,1.1124
20030909,1.5198,1.3668,116.33,1.7126,7.3855,8.1685,1.3825,0.6286,1.119
20030910,1.5209,1.3659,117.13,1.7194,7.405,8.165,1.3875,0.629,1.1195
20030911,1.5163,1.3709,117.07,1.7153,7.403,8.1245,1.3865,0.6275,1.1186
20030912,1.5065,1.363,117.38,1.7144,7.309,8.04,1.3764,0.6226,1.1307
20030915,1.5004,1.366,117.41,1.7059,7.328,8.097,1.378,0.6243,1.1304
20030916,1.511,1.369,116.27,1.7123,7.3908,8.145,1.3941,0.6301,1.1166
20030917,1.5056,1.3667,115.99,1.7203,7.294,8.062,1.3827,0.6233,1.1239
20030918,1.5017,1.3644,115.27,1.7141,7.2527,8.0445,1.3843,0.619,1.124
20030919,1.4865,1.3469,113.99,1.6952,7.183,7.9875,1.371,0.6129,1.1346
20030922,1.4684,1.3474,111.95,1.6742,7.115,7.8875,1.3548,0.6071,1.1468
20030923,1.473,1.3561,111.65,1.681,7.0425,7.78,1.3532,0.6039,1.1487
20030924,1.4741,1.3543,111.7,1.6807,7.0069,7.7445,1.3547,0.6039,1.1472
20030925,1.4715,1.3477,111.86,1.6835,7.025,7.7495,1.3463,0.6029,1.1484
20030926,1.4826,1.3547,111.8,1.701,7.064,7.8017,1.344,0.6025,1.1482
20030929,1.4826,1.3552,111.07,1.692,7,7.704,1.3312,0.6009,1.1578
20030930,1.4712,1.3507,111.43,1.6807,7.0557,7.7502,1.3208,0.6017,1.165
20031001,1.4641,1.3481,110.61,1.672,7.02,7.7285,1.3148,0.6,1.1708
20031002,1.4607,1.3388,110.59,1.6689,6.9725,7.67,1.314,0.597,1.1717
20031003,1.4676,1.3418,110.9,1.6849,7.0802,7.7685,1.3353,0.6013,1.1596
20031006,1.4603,1.3413,110.81,1.6832,6.9795,7.65,1.3215,0.5973,1.1706
20031007,1.4476,1.3295,109.81,1.6722,6.9825,7.6175,1.314,0.6014,1.1784
20031008,1.4486,1.3332,109.55,1.6742,6.973,7.597,1.3127,0.6025,1.1805
20031009,1.4535,1.3401,109.34,1.6708,7.038,7.686,1.3239,0.6021,1.1695
20031010,1.4459,1.321,108.57,1.6686,6.9715,7.635,1.3112,0.6005,1.1812
20031013,,,,,,,,,
20031014,1.4516,1.3234,109.29,1.6787,7.05,7.6475,1.32,0.5975,1.1724
20031015,1.4497,1.3243,109.56,1.6818,7.0925,7.689,1.3285,0.5989,1.1652
20031016,1.4468,1.3162,109.36,1.6815,7.087,7.698,1.3278,0.5967,1.1665
20031017,1.4455,1.3145,109.57,1.6787,7.105,7.723,1.3347,0.5981,1.163
20031020,1.442,1.32,110.22,1.6753,7.112,7.7676,1.3303,0.5971,1.1671
20031021,1.4294,1.316,109.69,1.6603,7.0944,7.7315,1.3296,0.5972,1.1676
20031022,1.415,1.3043,108.95,1.6474,6.967,7.625,1.3142,0.5905,1.1805
20031023,1.4288,1.3087,109.59,1.6412,6.993,7.674,1.3124,0.5902,1.1795
20031024,1.4267,1.3072,109.23,1.6388,6.9825,7.6753,1.3067,0.5892,1.1833
20031027,1.4209,1.3107,108.38,1.6402,7.023,7.725,1.3159,0.5899,1.1762
20031028,1.4182,1.3108,108.33,1.634,7.0364,7.7478,1.3287,0.5898,1.1689
20031029,1.419,1.3098,108.18,1.6329,7.0534,7.7181,1.3293,0.5887,1.1673
20031030,1.4134,1.3069,108.27,1.6308,7.024,7.718,1.325,0.5874,1.1694
20031031,1.413,1.3195,110.1,1.6345,7.091,7.814,1.3382,0.5898,1.1609
20031103,1.4314,1.3323,111.2,1.642,7.185,7.915,1.3607,0.5957,1.1454
20031104,1.4251,1.3321,109.6,1.6361,7.182,7.855,1.3593,0.5952,1.1497
20031105,1.4085,1.3312,109.91,1.6181,7.185,7.8675,1.3653,0.5959,1.1473
20031106,1.4134,1.3362,110.15,1.6297,7.224,7.8865,1.3737,0.5991,1.1417
20031107,1.41,1.3237,109.29,1.6231,7.159,7.7987,1.3635,0.5985,1.1505
20031110,1.3953,1.3108,107.98,1.6088,7.1425,7.7875,1.3662,0.5975,1.1515
20031111,,,,,,,,,
20031112,1.3928,1.3007,108.55,1.5962,7.0295,7.7,1.3473,0.5963,1.1647
20031113,1.3897,1.3,108.33,1.5881,7.0025,7.6475,1.3425,0.5924,1.1711
20031114,1.393,1.3034,108.43,1.5881,6.9892,7.6279,1.3333,0.5938,1.1743
20031117,1.4075,1.3143,108.98,1.5982,6.9874,7.6407,1.3245,0.5922,1.1744
20031118,1.3866,1.3025,108.11,1.5775,6.893,7.54,1.3055,0.5883,1.1893
20031119,1.3833,1.304,109.06,1.5662,6.8565,7.5385,1.3032,0.5889,1.1909
20031120,1.3816,1.3031,108.99,1.5564,6.867,7.549,1.302,0.5874,1.1895
20031121,1.3837,1.3042,108.87,1.561,6.851,7.52,1.2985,0.5874,1.1913
20031124,1.3935,1.321,109.39,1.5676,6.9368,7.622,1.3198,0.59,1.1768
20031125,1.3916,1.3135,109.72,1.5696,6.924,7.6125,1.3172,0.5888,1.1785
20031126,1.3818,1.3045,109.11,1.5581,6.859,7.578,1.299,0.5851,1.1918
20031127,,,,,,,,,
20031128,1.382,1.2973,109.53,1.5637,6.824,7.551,1.2917,0.5808,1.1995
20031201,1.3765,1.3023,109.61,1.5533,6.8285,7.542,1.3003,0.5811,1.1956
20031202,1.3665,1.2988,108.82,1.5466,6.76,7.46,1.2875,0.5783,1.2084
20031203,1.3591,1.3,108.17,1.5418,6.7145,7.419,1.2888,0.5798,1.2093
20031204,1.3631,1.3125,108.19,1.5499,6.695,7.43,1.2906,0.5814,1.2077
20031205,1.3591,1.3045,107.78,1.5509,6.6515,7.3635,1.2755,0.579,1.2157
20031208,1.351,1.2967,107.23,1.5449,6.65,7.314,1.2663,0.5769,1.2217
20031209,1.3517,1.3092,107.3,1.5473,6.644,7.305,1.2664,0.5737,1.2229
20031210,1.3517,1.3078,108.4,1.542,6.6663,7.3446,1.2657,0.5732,1.2215
20031211,1.3596,1.3272,108.23,1.5516,6.7193,7.3848,1.2758,0.5732,1.2164
20031212,1.3468,1.315,107.73,1.5427,6.664,7.302,1.2628,0.5725,1.2284
20031215,1.3461,1.3129,107.52,1.5418,6.693,7.342,1.2635,0.5731,1.229
20031216,1.3448,1.3185,107.6,1.537,6.675,7.3275,1.2595,0.5711,1.2328
20031217,1.3499,1.325,107.42,1.543,6.7125,7.285,1.2553,0.5677,1.2381
20031218,1.3561,1.3295,107.92,1.5504,6.7545,7.338,1.2555,0.5658,1.2376
20031219,1.3578,1.3405,107.94,1.5528,6.711,7.326,1.2565,0.5658,1.238
20031222,1.3624,1.332,107.4,1.5564,6.717,7.325,1.254,0.5671,1.2415
20031223,1.3585,1.3244,107.44,1.5601,6.757,7.315,1.2583,0.5666,1.2406
20031224,1.3459,1.3109,107.29,1.5444,6.75,7.298,1.2466,0.5634,1.2464
20031225,,,,,,,,,
20031226,1.3486,1.3067,107.18,1.543,6.781,7.32,1.2523,0.5642,1.2441
20031229,1.3473,1.3103,106.93,1.5415,6.749,7.27,1.2493,0.5648,1.2485
20031230,1.3365,1.3036,107,1.5302,6.7235,7.262,1.2452,0.5622,1.2521
